Alignment ID	RT	m.z	2022_12_30_neg_BK_Sfery_23_08_22_B_1_230106030156	2022_12_30_neg_BK_Sfery_23_08_22_B_10_230106082540	2022_12_30_neg_BK_Sfery_23_08_22_B_11_230106090129	2022_12_30_neg_BK_Sfery_23_08_22_B_12_230106093733	2022_12_30_neg_BK_Sfery_23_08_22_B_13_230106101334	2022_12_30_neg_BK_Sfery_23_08_22_B_14_230106104923	2022_12_30_neg_BK_Sfery_23_08_22_B_15_230106112527	2022_12_30_neg_BK_Sfery_23_08_22_B_16_230106120127	2022_12_30_neg_BK_Sfery_23_08_22_B_17_230106123717	2022_12_30_neg_BK_Sfery_23_08_22_B_18_230106131319	2022_12_30_neg_BK_Sfery_23_08_22_B_19_230106134912	2022_12_30_neg_BK_Sfery_23_08_22_B_2_230106033758	2022_12_30_neg_BK_Sfery_23_08_22_B_20_230106142513	2022_12_30_neg_BK_Sfery_23_08_22_B_21_230106150117	2022_12_30_neg_BK_Sfery_23_08_22_B_22_230106153722	2022_12_30_neg_BK_Sfery_23_08_22_B_23_230106161325	2022_12_30_neg_BK_Sfery_23_08_22_B_24_230106164931	2022_12_30_neg_BK_Sfery_23_08_22_B_3_230106041349	2022_12_30_neg_BK_Sfery_23_08_22_B_4_230106044950	2022_12_30_neg_BK_Sfery_23_08_22_B_5_230106052539	2022_12_30_neg_BK_Sfery_23_08_22_B_6_230106060143	2022_12_30_neg_BK_Sfery_23_08_22_B_7_230106063744	2022_12_30_neg_BK_Sfery_23_08_22_B_8_230106071333	2022_12_30_neg_BK_Sfery_23_08_22_B_9_230106074937	2022_12_30_neg_BK_Sfery_23_08_22_S_1_230105123700	2022_12_30_neg_BK_Sfery_23_08_22_S_10_230105180128	2022_12_30_neg_BK_Sfery_23_08_22_S_11_230105183731	2022_12_30_neg_BK_Sfery_23_08_22_S_12_230105191335	2022_12_30_neg_BK_Sfery_23_08_22_S_13_230105194938	2022_12_30_neg_BK_Sfery_23_08_22_S_14_230105202542	2022_12_30_neg_BK_Sfery_23_08_22_S_15_230105210147	2022_12_30_neg_BK_Sfery_23_08_22_S_16_230105213750	2022_12_30_neg_BK_Sfery_23_08_22_S_17_230105221352	2022_12_30_neg_BK_Sfery_23_08_22_S_18_230105224951	2022_12_30_neg_BK_Sfery_23_08_22_S_19_230105232554	2022_12_30_neg_BK_Sfery_23_08_22_S_2_230105131319	2022_12_30_neg_BK_Sfery_23_08_22_S_20_230106000158	2022_12_30_neg_BK_Sfery_23_08_22_S_21_230106003759	2022_12_30_neg_BK_Sfery_23_08_22_S_22_230106011404	2022_12_30_neg_BK_Sfery_23_08_22_S_23_230106015006	2022_12_30_neg_BK_Sfery_23_08_22_S_24_230106022607	2022_12_30_neg_BK_Sfery_23_08_22_S_3_230105134921	2022_12_30_neg_BK_Sfery_23_08_22_S_4_230105142510	2022_12_30_neg_BK_Sfery_23_08_22_S_5_230105150113	2022_12_30_neg_BK_Sfery_23_08_22_S_6_230105153717	2022_12_30_neg_BK_Sfery_23_08_22_S_7_230105161318	2022_12_30_neg_BK_Sfery_23_08_22_S_8_230105164921	2022_12_30_neg_BK_Sfery_23_08_22_S_9_230105172525
4547	17.63	667.21765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168811	255417	149362	118400	145568	113366	66122	96919	145622	135548	138962	72732	105993	132735	69245	204029	86551	128992	55929	180435	95796	25128	52945	49430
4548	2.126	667.22205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13834	15724	17883	8801	25536	25329	37423	38096	27318	20084	22507	13178	24894	32609	31693	23227	33935	6656	13349	14031	19815	15659	41902	13123
4549	4.802	667.22235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	14554	13964	18225	12193	7748	18199	12308	16022	14594	13596	11846	12534	10019	13577	10391	13547	10217	11624	14841	10141	16840	12899	15948	15512
4550	13.695	667.23785	3043	5738	6191	9751	5644	33997	6193	10332	6394	2282	16488	4768	8061	3030	3415	4962	8664	3317	1665	3809	4036	6616	4042	5935	22306	12007	21971	22513	14647	25066	19627	13752	10960	18265	14902	18336	8306	10036	16168	14472	12495	22783	9123	12470	21065	21564	25308	31468
4551	13.552	667.23785	12731	18367	10166	26716	7655	70986	13799	23529	10668	7220	30919	12631	17541	7786	8131	13914	19217	11954	9701	7329	13836	18083	10875	10764	7780	5519	6660	18083	5094	12020	19856	11560	3066	17533	7025	4927	11919	6468	16019	16077	5840	13617	2821	3590	12656	6651	22870	46518
4552	13.6	667.23822	12731	18367	10650	26716	7655	70986	12843	23529	10668	5585	30919	10688	17541	7786	8131	13914	17164	10875	8386	7329	11801	18083	10875	10764	14073	7525	12496	20028	7904	18871	22632	13752	6135	20191	10530	7390	11919	7905	19076	16077	7390	18375	4246	5335	13903	9439	22870	46518
4553	9.861	667.25873	102631	151663	45804	84355	119439	44596	31695	40767	134010	25445	13687	230525	252946	181798	45150	254051	49752	547538	336854	235935	102162	109124	617749	120230	4024	614	0	191	0	0	692	353	1300	5003	4903	1834	0	0	4837	1441	0	3704	510	804	2044	1260	0	0
4554	5.188	667.25897	0	0	0	692	166	0	0	0	1514	0	0	0	838	1667	0	5631	0	4614	2261	2997	0	0	0	618	69097	22872	46090	53727	70015	83628	61454	38794	85861	36543	31101	35205	52078	18218	14652	8555	23584	49152	19864	43263	62984	31876	72058	24369
4555	12.049	667.25916	262	0	254	0	0	0	230	0	0	295	0	332	0	0	0	246	0	0	0	0	0	0	0	0	21970	11860	13097	24894	15113	18071	13940	9842	11887	12188	9520	7650	8489	5951	8762	8503	16765	11562	12279	17779	16418	17870	12847	30611
4556	14.749	667.36798	56334	41379	43560	67249	18966	48496	21989	42596	47983	38790	76802	51811	21709	35568	54414	33794	20619	109763	50354	80352	66741	51140	95043	35080	229	0	0	0	0	460	113	0	220	476	0	0	0	0	0	0	503	0	0	0	0	124	157	108
4557	15.093	667.36835	137597	37231	40116	176411	11606	203516	21096	99413	67114	37019	52846	88848	63642	76415	68046	77928	75810	150564	96408	203982	100042	213655	145448	87185	0	454	0	117	0	1302	0	678	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4558	18.714	667.42029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130462	845975	824544	590232	1295746	466249	653094	541964	533669	801049	376988	469805	815787	257484	334975	588501	494190	559403	441231	323587	2085082	924639	123459	358576
4559	17.339	667.42084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251394	146747	429255	177998	223719	231420	310404	111375	180482	192314	150369	71418	398504	73882	169631	611683	242067	158308	305088	213156	785342	105901	28487	58168
4560	18.078	667.42133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49492	22800	46798	19622	37734	27779	34083	26737	28264	33736	41063	11683	43363	13794	24650	92346	41834	63184	42446	21366	126771	10600	781	18408
4561	18.981	667.45782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13673	3512	22390	13077	18076	27072	26379	7445	17464	9603	13318	3021	39758	5232	18566	29547	16955	9401	30324	4779	52755	6478	1905	5259
4562	2.754	669.16528	24036	22961	16001	21855	12481	48494	23939	19267	20989	15068	21201	22491	22951	14680	28033	19746	18238	19931	39554	17392	17799	30200	20216	18399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4563	5.168	669.20209	24737	43746	24810	14225	30041	28610	37493	23652	52411	36570	31397	37933	26730	21909	32048	14061	18234	15674	26244	30738	30781	29032	19677	32058	0	0	0	0	0	0	0	524	1074	0	0	0	0	0	288	338	0	0	0	584	0	0	576	281
4564	1.429	669.20941	5498	4917	6278	10130	5153	9165	11250	4562	2172	5358	2757	11819	10566	6879	5020	4298	8730	6586	3767	6453	11538	5567	6548	11069	12944	3534	7571	4125	3946	0	2926	6527	11312	0	3980	13676	14828	17042	7114	13728	10872	5464	4036	10070	8747	1770	4969	5269
4565	12.104	669.21643	17181	3393	9972	13810	5230	10965	7441	8464	4907	4657	8916	9450	1757	4073	15345	5465	14478	13410	8270	17762	13926	3192	6924	10210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4566	12.903	669.23816	19956	12900	21374	16155	9802	10303	10896	17293	31588	20885	30923	13004	12543	15209	11776	17888	28298	15046	18963	21577	32968	11973	23413	14822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4567	2.681	669.23828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63484	68534	84209	109978	128482	126516	131271	190577	187802	116256	107175	73024	228094	151821	130959	88283	95442	88275	83085	53686	107405	85618	107355	42066
4568	3.59	669.23871	0	1749	0	0	0	0	316	0	1283	425	0	0	1213	0	2405	1683	879	245	0	858	1393	1433	0	274	16956	29568	50971	43380	38317	53059	40459	73305	33513	27397	36302	27785	106498	109952	38897	128635	62712	52969	33607	39589	31894	47947	104308	43452
4569	10.284	669.23883	0	0	0	0	0	0	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	39427	56219	20078	30686	29969	37139	31313	18385	17862	36804	22838	11478	18716	18754	23419	21607	28303	37697	31977	21602	24511	31408	30606	19976
4570	13.654	669.25348	9641	13959	9835	6015	7283	111470	34465	11008	5001	7981	13935	14260	7633	7193	23129	12972	12412	13171	13854	6274	9215	5742	4926	11214	28055	9305	21552	21011	20506	28475	15224	12799	11418	15488	15926	15498	9231	13008	12073	13980	19953	24921	9436	11004	23684	24281	18904	11631
4571	13.706	669.25385	9641	18028	14757	6015	9338	111470	42416	11008	6811	11040	13935	14260	10429	9951	23129	14826	15190	13171	20238	7897	13490	7304	7419	14713	23620	7365	21552	17262	20506	21551	12696	10205	7867	15488	13168	11354	7642	13008	12073	13980	14966	19789	9436	8786	19725	24281	16730	11631
4572	10.079	669.27509	17195	8962	19195	47901	89021	29283	24644	32120	62268	25101	10829	167818	10700	148212	17971	158703	0	177780	151422	62940	94998	78814	91699	65587	1437	0	0	0	170	1093	2610	631	0	0	0	1834	0	149	532	0	0	500	0	0	1380	3109	3375	1681
4573	17.691	669.34851	29443	9684	9633	20779	5026	7656	2520	8449	9122	6491	17662	3806	7910	30686	18215	9504	2932	7491	7299	40853	122	1429	8509	5787	495	820	1173	0	592	0	1038	320	1152	1687	0	2268	0	0	0	100	205	0	360	1675	608	842	1952	1999
4574	16.766	669.34906	1075	900	762	3042	420	719	0	506	366	857	8181	322	488	1345	754	370	1340	0	0	9017	518	0	578	1351	19888	26786	16740	14202	17139	14750	10783	7395	14109	15005	8380	37204	6358	4032	4634	4338	16257	7034	18928	17166	9685	11970	26830	19896
4575	15.182	669.38318	126361	103873	66918	206034	145403	144901	219662	252393	144272	113908	139779	141111	189116	175670	393168	547047	146419	213576	144937	208277	187107	202095	90318	95238	2841	3399	3849	3264	3026	2261	4643	2149	2415	470	1251	6362	2756	2622	2115	1436	2074	1979	4642	2465	3593	5188	3608	3259
4576	14.953	669.38318	166741	168994	130284	209924	95794	223032	137528	174652	93720	131154	160113	219527	131334	146288	195397	321352	129215	195684	260705	260672	204592	228139	193772	163218	7518	7038	10400	9424	10238	7178	12467	10160	7130	2625	5077	17413	5683	6757	9292	4135	7632	4563	12937	7628	11818	14753	10118	7644
4577	14.524	669.38348	94602	61656	73180	117141	24530	82427	46918	104156	80185	45290	108694	106300	41031	56336	117643	39844	39190	191869	82186	144434	92553	112832	172681	80696	0	0	0	97	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	98	437	0
4578	16.968	669.4364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16876	5313	19210	13429	16742	25013	29371	11418	13873	8198	11841	3065	37618	4778	17470	32245	14780	8190	24461	7231	70212	8085	1969	3261
4579	17.558	669.43707	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56995	12963	17917	26750	48866	29650	32321	19302	23731	44725	21353	5693	48609	8499	14664	48965	30886	7913	24950	12261	120446	52017	2043	5596
4580	18.8	669.47327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20395	11381	16672	9354	12159	12460	6680	6879	14656	10523	24327	5214	19837	13137	19710	19003	24634	26406	8553	9127	16720	10793	2409	12165
4581	1.948	671.14459	30225	31778	11550	13102	23103	10790	11375	18947	11236	29106	18331	12615	11457	12407	14793	3057	15603	7954	12351	18872	14162	16474	10518	19373	0	0	0	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0
4582	1.925	671.18066	9292	4675	3962	4249	6737	5428	4514	6089	7068	5943	4430	8099	4491	5177	2849	12470	485	12276	11882	8253	2560	9761	5215	5926	9160	4754	8631	3750	6298	8753	4093	7039	5337	15305	6858	5366	10029	13840	10708	11666	6185	4804	5976	3571	7215	4233	5470	6405
4583	1.546	671.20203	16142	18772	17194	13155	17208	13561	11200	13485	12497	14275	12883	17444	14830	14181	10916	10249	10521	15079	13164	13129	15426	15576	12662	9472	4546	0	0	0	0	0	2968	2388	0	0	0	0	5140	0	4958	5587	1897	0	2587	0	570	0	0	473
4584	13.159	671.23315	22294	19033	9418	32679	17898	46984	29143	19636	13713	9201	16948	20349	19048	17239	23712	17671	44551	23998	12694	9202	19490	13802	13740	32117	11124	5551	9400	13233	9539	5210	16320	18184	8502	15193	13405	7584	16924	43542	85798	13083	6572	12453	5188	8850	24832	12854	15503	29244
4585	1.851	671.23798	11534	6466	9020	8304	10442	3132	5692	8744	8976	4426	5928	9202	7638	11043	11804	10903	5456	9431	9511	14074	7688	6448	6780	8858	14015	8927	13422	14679	11222	14820	14441	15763	15194	11936	14840	13330	9455	12352	13862	16848	7790	14546	16820	9725	14267	10276	18346	11581
4586	11.052	671.25323	252637	119577	28932	57753	50144	22279	161307	27039	271820	22769	215703	88354	55036	140991	400572	19087	225850	292692	90728	71403	168662	42188	57878	132915	0	0	871	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0
4587	11.616	671.25348	25239	11128	8740	22344	9500	8459	7942	10032	4889	6260	3732	9603	8615	6326	9920	18610	7433	25948	9706	22246	29164	21595	15676	12895	307	0	272	228	0	0	416	0	0	0	0	321	0	0	0	739	0	225	2022	285	900	466	0	0
4588	12.785	671.2688	0	0	0	0	0	0	0	0	542	0	0	0	0	0	0	1371	0	0	0	0	0	0	0	0	11193	4486	12091	12306	15924	12294	11057	9011	6750	16351	12554	9050	7318	10128	7943	10868	13777	14585	7759	8036	15422	14834	9266	8454
4589	2.328	671.31152	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	0	0	0	0	0	8100	9129	12006	8490	7540	4474	8037	5334	9237	5467	4220	2064	2750	5011	0	14355	3336	7364	7452	3296	8154	5095	1711	11847
4590	14.369	671.32697	10461	11983	4507	12261	72268	3335	20023	13151	10955	20055	37922	15521	10263	15424	13929	20127	6811	13928	14926	19113	12881	10382	7467	15233	1678	3048	1413	1750	3103	2164	1713	1417	2787	1345	124	3390	0	0	0	0	1427	371	1061	1545	947	1939	2768	2569
4591	14.726	671.39905	11254	17485	9637	12666	18129	16124	22942	19295	6266	17186	17699	23462	10673	14996	22836	83100	11311	21974	15785	20266	22038	13236	7011	8538	276	324	2782	2226	1886	896	3074	894	573	0	124	4714	959	644	1804	1010	1064	935	2504	123	2594	5432	1943	3644
4592	14.371	671.39948	8881	12442	12595	12714	25561	20389	26053	11635	2368	9241	16158	24497	15412	13970	19844	39006	12092	10196	12581	11070	14181	14123	9643	16549	815	892	2308	1132	626	679	1764	463	746	782	1152	2186	98	0	0	665	1463	1428	1856	535	1254	2322	1295	736
4593	16.906	671.45215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69576	22490	99252	68517	64719	163959	126317	46391	55940	36371	36019	17366	232421	22789	92668	172538	68820	24986	196324	30113	444194	35904	9140	18811
4594	1.929	673.19623	33255	24917	34354	23888	25484	18692	4525	33497	32537	19555	19661	19595	18374	31991	53363	12538	13431	17009	15525	26196	17481	22719	18222	23958	3924	3809	3068	3256	3010	2595	3009	4942	3464	4990	2090	2790	4615	4268	3163	2789	2009	4641	2491	1676	2040	1777	4929	3363
4595	2.051	673.19684	13000	10811	19168	11062	14616	10286	2492	13990	14228	8681	8693	13768	9232	16543	21887	13182	6924	11081	6883	11846	10978	8457	9385	12283	9599	8073	13176	11591	10442	8040	8555	5404	10638	9297	8272	6607	8709	10290	4756	7920	6281	14929	7870	4731	4859	6630	7800	6044
4596	15.327	673.22858	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	233	554	0	0	0	475	0	0	0	7225	6156	2257	13848	7523	7225	6754	8878	6874	3744	2333	306	2120	632	1496	5302	8422	9558	5675	10662	8675	10906	7024	18852
4597	14.423	673.24817	15038	9663	8620	10739	6253	15662	14416	13443	13263	9316	17587	14131	6510	10339	9612	16771	10075	15795	11071	7658	9655	13217	8041	10619	0	0	0	0	682	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	494	450	0	0
4598	2.499	673.26923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	13795	14426	16159	11846	11343	12571	11689	11390	10984	10487	10603	9088	8854	10667	9268	21646	12954	16860	11532	11366	12780	10559	6152	13567
4599	3.911	673.2702	0	0	0	0	0	0	0	0	0	1164	0	838	0	0	0	0	0	0	1056	0	0	0	0	0	42486	19007	55459	40833	25214	31276	24042	11601	19414	13014	14978	11370	18967	9753	19714	94898	26705	34815	22863	87630	28866	10590	13967	39222
4600	14.643	673.28503	2205	4138	8477	7000	5508	1500	2583	9070	6694	6290	1208	5810	7829	9285	6984	5296	14831	3009	3231	7187	5617	2649	9810	9868	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	448	0	0	0	0	0	0	0	0
4601	19.966	673.33759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245009	57632	216744	106502	249593	180689	259141	116758	240762	222416	273108	53686	251990	76257	145018	75632	176785	146825	68849	111725	254287	51756	54825	62007
4602	16.757	673.34229	110745	50812	72294	41881	26048	40209	16136	63083	73334	74818	71769	25969	70228	115975	45234	41778	12551	45988	49772	46611	18118	32395	38125	54760	3390	2872	3178	1194	3965	3766	3024	2835	3524	3110	1587	3876	686	0	145	344	544	883	3254	1011	2911	3852	4702	5804
4603	18.321	673.38055	12640	10608	21727	19425	10094	7644	4352	11904	31509	9718	12519	12934	4308	7354	20123	8826	20579	10848	14449	5579	0	14198	1232	17003	26563	30215	29157	18981	15222	17574	20614	17929	21522	13961	12513	31848	7512	8420	8699	5916	13685	14170	22533	37999	20990	28556	39129	32879
4604	11.517	674.25519	21244	19190	22516	23327	23649	14259	13835	23467	16512	20045	17624	23617	11721	18958	16134	27110	12569	28915	16470	33745	20585	30888	21446	13934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4605	2.56	675.11041	0	0	0	0	0	0	0	1026	0	0	0	0	0	0	223	346	0	201	1289	718	0	0	0	0	48879	71085	91201	77341	85267	68281	61383	55716	61042	65822	68538	56550	47543	36990	29175	45360	84348	54010	79681	53643	71372	95739	50600	70510
4606	1.389	675.18268	5954	10422	9874	2968	2916	5999	0	5420	10237	8171	7439	10334	6455	5007	10790	2991	7564	3475	4292	3014	6469	8954	6956	7040	0	1453	0	867	0	0	2167	1830	2377	0	0	1864	0	0	0	0	0	1823	1409	1815	2077	0	0	0
4607	3.268	675.19049	0	1090	305	0	10290	476	0	292	951	303	252	234	225	2515	321	3373	0	2082	274	0	0	278	1396	3723	9931835	1424508	706	41308	0	3486022	4956507	2208312	5188112	14978813	10577992	9884781	108005	267	9848223	2671027	2726922	6635088	4492875	1185141	8515483	3101598	0	1640016
4608	5.468	675.19165	52461	52668	44636	83198	38736	71649	59548	68418	62751	65180	67616	82442	44264	57718	51863	76294	71603	87688	93092	62783	53320	100824	71248	50324	438	0	0	0	0	0	0	0	154	1034	1091	0	0	0	0	0	0	0	0	558	0	0	0	0
4609	11.979	675.20142	26790	20087	27308	38921	15271	28978	23154	32517	25728	27498	35739	36112	12998	26293	21184	28408	21152	51206	24494	44072	24726	40542	32606	18033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096	0	0	0	0	0	0	0	0	0
4610	11.744	675.20197	30790	21647	25755	50883	18745	39853	31940	38836	28448	27951	40625	40586	18900	32020	25644	37702	26191	60779	31418	46735	32833	52989	44820	21240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0
4611	1.906	675.21234	19032	10585	16215	11774	30438	16310	12602	17496	33019	12129	8467	25331	15295	18969	17722	44329	8847	37984	20213	24667	15377	13697	12495	24743	82776	42452	48837	51210	59876	37434	45252	87570	50664	73607	61530	42110	74442	108234	94724	68911	32496	51828	49380	33837	59609	33362	51883	43608
4612	5.91	675.26379	1340094	930022	985199	1062199	1110050	458400	429209	1085725	659418	630967	607343	1214760	908435	857395	797789	724874	905942	1001116	676895	1368899	1016550	713375	1282801	948764	3763	4838	2785	2567	9954	5439	11753	10406	2765	16566	5209	10077	11261	43595	9220	14706	6940	5193	7339	4555	3279	51510	4671	1869
4613	16.785	675.31647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	24614	6876	15791	7391	16289	12303	10784	6302	9317	11287	16271	3197	21596	4221	5953	7288	14254	7659	4687	7629	20358	21983	605	253
4614	18.413	675.35889	155944	194226	172506	187739	255683	162268	106365	294713	190733	208233	124794	140625	221455	322499	224648	175187	99320	103401	156937	294589	153469	152795	282438	140507	7909	18354	7314	10700	9298	9048	6121	7647	13221	7870	9713	11032	5225	9069	6631	6600	7508	9522	7852	11315	6872	7035	13906	9565
4615	18.786	675.42395	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13690	13718	14022	14933	9146	14762	7511	7990	15798	13553	22141	17394	13366	20880	20353	17943	19684	25153	9074	18005	5391	14851	15551	16169
4616	11.154	677.17004	94746	96266	113663	108645	40747	110137	77492	108045	51879	59249	162330	131993	61951	38624	66236	108115	252658	199626	220672	119802	81502	246979	98005	56198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4617	10.633	677.17047	29667	14536	19412	30868	9798	30695	30470	29483	21292	20940	16372	37585	18275	18408	18121	29572	26765	39314	23411	28649	21046	38130	20994	16646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4618	13.246	677.18604	18934	30218	11222	14448	14013	12627	31672	19677	5098	21377	6631	22267	13302	12106	10882	11484	5201	16527	19152	13164	14093	23692	21699	12336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4619	2.03	677.22839	1418	2476	577	209	2115	3043	2376	1507	3060	186	2468	1283	1508	246	2361	2639	2826	3307	3362	3362	4123	1452	1210	1916	25161	26633	22408	20195	14287	13818	17385	13180	13318	13257	9519	12504	19822	14697	20809	19038	22555	15274	24164	16285	21432	17608	18316	12206
4620	5.543	677.2428	18764	12846	20910	7118	12597	13923	17029	12931	17268	15139	2068	30011	13456	10281	7595	12400	48110	10676	7842	13261	13860	12956	5101	21825	0	0	159	765	0	0	304	387	0	466	541	0	0	0	0	0	0	0	0	0	502	681	659	1506
4621	2.002	677.2652	816	0	937	685	1620	0	0	778	1267	0	0	1033	0	1631	1050	819	0	700	0	985	0	0	0	0	25405	11741	41908	8183	26993	20685	20883	11382	16648	21498	21174	12766	19558	14371	18470	18484	18648	26576	15210	16031	12079	13114	10541	10643
4622	6.091	677.27948	59934	44379	188138	160479	156512	74948	98162	185062	147733	189088	222484	189595	30530	449596	87208	104917	7437	125681	161082	157380	180021	134055	55946	141150	6759	17121	11615	10839	16733	15719	27812	34454	13874	24599	13298	10756	26451	29431	32186	24059	13170	13379	18070	11134	18235	7529	26671	15222
4623	6.031	677.27954	49828	40004	167562	147700	143518	68424	92531	171966	147733	189088	206290	189595	23699	435431	77428	98360	5158	114348	157649	151307	168832	128060	50937	136760	6759	17121	13363	11800	18849	16593	30742	34454	13874	25918	14500	10756	29819	33625	37515	28550	13170	14476	20194	13039	20619	8751	29551	17697
4624	5.573	677.27966	17870	15078	45051	30907	33993	22592	39316	41090	30568	45989	33274	66871	11602	50970	15125	28672	14898	31150	27848	38817	41083	42693	28440	38976	0	0	0	0	0	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4625	12.858	677.27997	22786	40237	47409	35274	95971	38521	57251	35888	113424	88637	13053	35250	97055	51520	150807	36807	279370	35498	28371	32988	45473	14977	37157	35624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4626	16.552	677.33185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45785	29360	21052	27732	42071	19897	17756	21593	15892	47364	10107	11959	21555	10648	5512	9044	16653	12520	8544	28260	44062	9025	5422	1672
4627	11.218	677.33728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	32698	17346	39205	25624	9609	19150	16969	15791	15490	10955	13126	17834	3739	6460	9413	14124	26328	18179	30874	20545	28365	77385	15838	24237
4628	11.862	677.33765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59183	36029	52643	23585	24844	25501	14224	25023	18934	28881	21079	12293	13079	9053	18856	30012	32107	15181	37529	22171	34414	18537	16133	28918
4629	12.109	677.33777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40160	29017	52070	15383	44447	11929	13216	19050	25628	36612	19270	9060	21353	10655	20019	13272	19770	19651	21846	39856	24098	10917	8028	26809
4630	20.536	677.36896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22027	5134	15325	8685	20114	15154	18035	13881	27799	25555	37245	8671	23077	7329	15346	7467	25833	24143	4066	9739	13172	4574	9230	7003
4631	12.034	678.13147	16483	10699	7105	7537	27073	52806	34859	52293	51302	36468	38452	45643	54888	59641	38490	31770	24667	27954	26736	29226	24936	84601	110480	8272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4632	1.358	679.07336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6633	10024	7626	9078	8237	6098	6795	4408	7105	7648	4947	5234	6693	5720	4136	4619	7628	7050	5756	4810	7718	5632	10254	5726
4633	3.424	679.18555	7229	13580	1776	7302	16878	23676	7850	8260	8642	13873	10300	10566	8836	4535	6885	15312	14579	24814	26599	9179	7114	11378	9782	16119	542208	241399	46802	230834	11519	520283	830819	269997	707481	347591	252304	520326	114471	0	435523	281014	920665	587274	418529	629012	627076	417856	0	1153526
4634	3.058	679.1864	9826	12598	2399	9817	9152	27915	10331	8890	5649	9841	6979	9264	7252	4847	6376	14040	11713	18541	35062	6412	8964	14725	10706	10408	33123	20194	9462	15570	0	31295	39867	16586	30279	44798	22898	42517	3650	0	33039	21400	37463	73614	41705	11593	45743	65247	929	54904
