Alignment ID	RT	m.z	2022_12_30_neg_BK_Sfery_23_08_22_B_1_230106030156	2022_12_30_neg_BK_Sfery_23_08_22_B_10_230106082540	2022_12_30_neg_BK_Sfery_23_08_22_B_11_230106090129	2022_12_30_neg_BK_Sfery_23_08_22_B_12_230106093733	2022_12_30_neg_BK_Sfery_23_08_22_B_13_230106101334	2022_12_30_neg_BK_Sfery_23_08_22_B_14_230106104923	2022_12_30_neg_BK_Sfery_23_08_22_B_15_230106112527	2022_12_30_neg_BK_Sfery_23_08_22_B_16_230106120127	2022_12_30_neg_BK_Sfery_23_08_22_B_17_230106123717	2022_12_30_neg_BK_Sfery_23_08_22_B_18_230106131319	2022_12_30_neg_BK_Sfery_23_08_22_B_19_230106134912	2022_12_30_neg_BK_Sfery_23_08_22_B_2_230106033758	2022_12_30_neg_BK_Sfery_23_08_22_B_20_230106142513	2022_12_30_neg_BK_Sfery_23_08_22_B_21_230106150117	2022_12_30_neg_BK_Sfery_23_08_22_B_22_230106153722	2022_12_30_neg_BK_Sfery_23_08_22_B_23_230106161325	2022_12_30_neg_BK_Sfery_23_08_22_B_24_230106164931	2022_12_30_neg_BK_Sfery_23_08_22_B_3_230106041349	2022_12_30_neg_BK_Sfery_23_08_22_B_4_230106044950	2022_12_30_neg_BK_Sfery_23_08_22_B_5_230106052539	2022_12_30_neg_BK_Sfery_23_08_22_B_6_230106060143	2022_12_30_neg_BK_Sfery_23_08_22_B_7_230106063744	2022_12_30_neg_BK_Sfery_23_08_22_B_8_230106071333	2022_12_30_neg_BK_Sfery_23_08_22_B_9_230106074937	2022_12_30_neg_BK_Sfery_23_08_22_S_1_230105123700	2022_12_30_neg_BK_Sfery_23_08_22_S_10_230105180128	2022_12_30_neg_BK_Sfery_23_08_22_S_11_230105183731	2022_12_30_neg_BK_Sfery_23_08_22_S_12_230105191335	2022_12_30_neg_BK_Sfery_23_08_22_S_13_230105194938	2022_12_30_neg_BK_Sfery_23_08_22_S_14_230105202542	2022_12_30_neg_BK_Sfery_23_08_22_S_15_230105210147	2022_12_30_neg_BK_Sfery_23_08_22_S_16_230105213750	2022_12_30_neg_BK_Sfery_23_08_22_S_17_230105221352	2022_12_30_neg_BK_Sfery_23_08_22_S_18_230105224951	2022_12_30_neg_BK_Sfery_23_08_22_S_19_230105232554	2022_12_30_neg_BK_Sfery_23_08_22_S_2_230105131319	2022_12_30_neg_BK_Sfery_23_08_22_S_20_230106000158	2022_12_30_neg_BK_Sfery_23_08_22_S_21_230106003759	2022_12_30_neg_BK_Sfery_23_08_22_S_22_230106011404	2022_12_30_neg_BK_Sfery_23_08_22_S_23_230106015006	2022_12_30_neg_BK_Sfery_23_08_22_S_24_230106022607	2022_12_30_neg_BK_Sfery_23_08_22_S_3_230105134921	2022_12_30_neg_BK_Sfery_23_08_22_S_4_230105142510	2022_12_30_neg_BK_Sfery_23_08_22_S_5_230105150113	2022_12_30_neg_BK_Sfery_23_08_22_S_6_230105153717	2022_12_30_neg_BK_Sfery_23_08_22_S_7_230105161318	2022_12_30_neg_BK_Sfery_23_08_22_S_8_230105164921	2022_12_30_neg_BK_Sfery_23_08_22_S_9_230105172525
1235	1.842	355.16013	9609	5961	9623	4000	8442	4091	3969	5973	2690	6247	6018	7317	7010	13167	7431	5239	3751	6263	5237	4774	5744	2738	5236	10762	2003	0	0	0	0	790	0	800	0	1291	0	0	464	0	0	1210	970	2055	1679	262	1011	908	0	0
1236	16.788	355.20657	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	7441	8566	12485	12692	9474	11583	4404	7549	6226	10159	3966	5503	9350	15670	8558	9392	3762	8038	12739	16270	7829	2080	6677	11441
1237	2.869	356.82571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16235	7500	10027	3966	8390	8534	11925	6876	12181	16115	7029	12412	18679	21252	15741	11969	6831	8133	18422	9293	12655	16343	15446	7811
1238	2.905	356.89917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8364	8481	6166	13604	21570	11884	8075	18858	21758	19340	24685	6146	23990	23255	17907	13846	6153	18576	6729	11082	14792	25607	15508	10938
1239	2.858	356.92194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23646	35912	26397	24600	27091	31254	21564	39654	37497	37184	41535	33171	31023	39342	38128	26033	18666	8035	25579	21577	13280	28505	30658	23852
1240	2.84	356.95099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21523	18542	7767	13212	19384	12110	5685	20101	31472	22993	30414	31404	27350	30908	26192	28404	14032	17691	9209	12659	15100	18692	21469	14829
1241	1.753	356.99817	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0	3794	6722	17486	7697	7219	9874	8741	6605	8230	8746	7980	5853	9549	0	5765	6449	15657	6742	7561	1958	12820	20925	4319	11269
1242	2.857	357.01993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29800	49768	35874	55199	38169	30298	32062	43060	50273	61458	53966	63915	70322	99903	40874	59268	33612	31102	40938	29321	35693	33677	60618	36584
1243	2.828	357.0202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50442	62410	40816	48919	80825	46070	48258	59315	66354	49723	56127	63915	70599	104804	65024	55572	42725	54301	42133	36973	73312	54003	62680	36584
1244	2.882	357.04492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82764	76806	52185	60294	99593	47091	40708	61904	66842	94857	75812	52946	113491	78184	92334	61585	55819	50204	58860	57338	68432	81238	58098	63505
1245	11.743	357.06064	10168	17248	27431	13101	20364	12391	13982	19267	7749	8825	6638	16056	5736	2799	6651	4089	4615	10238	15852	9813	5983	19931	4307	12553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1246	1.586	357.06647	19518	21342	31498	27032	23448	22853	26969	38302	35136	44572	31650	35644	20431	37543	20170	27484	60117	25541	35302	25146	14383	26051	18983	24608	10422	1560	11480	6250	3198	2436	13685	10671	2884	5680	7932	13715	8015	21864	11368	13668	16533	19014	10991	8492	9051	20157	19864	22619
1247	2.855	357.06827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80827	100785	74951	104628	109567	114550	56051	107456	88232	106386	84914	103349	115494	146736	130737	89675	80232	58888	73999	75099	98812	80450	124382	98160
1248	2.24	357.08139	36740	46927	66424	63380	77004	36619	44570	91678	109455	40693	55456	58432	40263	163017	50836	34948	53708	46433	59321	47512	45330	103202	53820	48692	2191	1898	1800	7426	840	1745	398	134	1808	939	2416	1526	153	1488	486	379	0	3437	878	1026	168	453	348	1085
1249	4.65	357.08151	58407	58886	58755	45629	47112	55651	50932	45819	46623	41216	64439	47727	48192	45551	47760	22589	34836	27482	32265	53529	58999	53021	59290	45928	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1250	14.008	357.09717	0	0	0	0	0	0	0	0	0	0	1105	0	0	804	518	0	1504	0	0	0	0	0	0	0	10487	4716	11696	5521	12471	8160	18308	14201	6802	14705	9364	8322	3589	6620	6956	876	11977	9361	5058	7165	14291	12143	9840	4060
1251	18.779	357.09732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23138	31367	52444	50735	30150	36120	41974	284180	17314	35787	13381	148952	1977	25728	83551	16924	62128	7296	52428	20090	13734	130672	167980	19498
1252	1.467	357.10287	128429	119500	164208	181451	75033	96825	70146	142180	118518	107501	107361	135573	72739	100146	80198	135311	112101	171942	153367	154103	86164	163730	89340	157507	260248	267255	364309	274117	176694	230762	359560	310447	201517	223926	252569	313912	175785	281920	296934	328709	255536	406155	409194	296321	483971	622668	527801	470404
1253	2.857	357.11783	132520	64338	71817	66547	71236	65548	62426	59605	63809	56206	48082	129322	50434	47122	52295	57596	48613	120558	96547	92868	95295	74726	82123	65189	49761872	304411	37891328	44172880	57294704	48257100	39526816	61328452	56743696	555296	56184548	55127780	73576136	75810920	67340064	54638812	39674224	41403412	45902860	38503496	54213760	50272120	52483720	39383892
1254	2.826	357.11783	127477	60180	66592	64362	68183	63569	59808	55535	57380	51448	47326	129322	47171	44043	49739	55358	45666	111963	93993	88630	91723	67816	80188	62594	47869956	52338868	230941	248944	547861	48257100	292369	656465	521770	59150828	438609	600511	73576136	75810920	67340064	511493	252820	528690	205563	232661	54213760	231778	354941	39383892
1255	3.878	357.11792	162836	99540	115745	84515	84711	92874	92466	76778	70404	94334	88727	129631	86442	73288	72096	56208	86107	96280	100732	96545	113458	82667	86020	85314	820811	986054	1023503	800957	991456	977802	879646	874876	874894	1047011	877940	794730	1087418	1238934	1008546	904872	930295	964723	1044491	550568	1119025	882680	1384029	825066
1256	2.074	357.11795	124797	55138	61837	60131	54720	57700	53412	47689	50638	47543	47166	98091	46819	41017	40549	41980	39007	91608	78153	76895	65002	65562	62265	64784	58697	97506	94569	96400	94245	97800	105464	98969	112380	132397	135850	64489	122338	141710	155066	167729	151356	73010	77751	64615	78128	91982	93384	96747
1257	1.908	357.11798	129663	66385	72777	67392	72739	66014	62062	68916	68811	63269	51612	109592	59675	63884	64254	67892	50982	113307	90264	89252	81843	71911	67169	74905	43966	71823	90692	83961	81508	90871	91681	86131	97716	97886	114777	54602	108905	122662	147001	128370	133769	61564	62563	65809	68974	75949	82103	88010
1258	2.887	357.12811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857802	362478	388033	555122	920472	353100	529114	730130	442739	823670	729088	457983	738129	742205	654067	478162	273700	562688	448389	409688	547768	477387	482031	294957
1259	14.706	357.13297	7840	2719	7042	1482	3421	5585	4530	3133	570	0	7129	4453	1859	1494	9408	2986	5414	1252	2901	1157	1780	1810	2984	2874	9863	8325178	645975	5665384	2341692	3584388	53438	2839846	106048	3134370	244973	104297	143784	7258185	1628883	6395748	39283	4809038	1613985	14136952	264609	52023	6933958	275363
1260	13.459	357.13321	10858	8940	10215	11631	9954	7799	8927	8961	11226	9664	7681	11427	8940	9462	12483	8149	11610	10760	11385	8522	5635	10714	6142	10932	10476	5446	9731	5953	2563	4610	6790	5615	1705	4841	1877	5363	2107	2605	7226	2229	3145	7061	5744	6494	8645	13811	4349	6084
1261	16.869	357.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	36990	27513	54791	24548	55794	28899	43744	19462	43185	55548	98268	18185	24513	14241	24316	21034	38456	68712	14962	35180	43154	18842	18567	21845
1262	1.431	357.13925	26736	16664	23803	50752	26734	27117	13818	19004	16063	13968	24010	29172	15521	32791	13576	22442	20396	27787	28204	41162	30115	13754	27672	23541	18040	29076	47143	28429	22276	20654	32369	29933	27894	29938	29320	42406	22498	40625	27925	35810	30431	36563	32689	26851	34160	39940	35144	25979
1263	1.386	357.13931	26736	11655	23803	39246	20853	27117	11026	15467	16063	13968	24010	20611	11904	25245	13576	22442	20396	22951	21353	32128	30115	13754	27672	16342	23424	29076	47143	28429	22276	20654	32369	29933	27894	29938	29320	42406	22498	40625	27925	35810	30431	36563	32689	26851	34160	39940	35144	25979
1264	2.849	357.15717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119154	122200	133521	108228	125482	73281	95864	131705	138792	192073	148060	114768	147231	222620	191802	145141	76199	118311	111378	83943	154161	85180	115154	86200
1265	2.85	357.21405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37770	35324	26262	54680	84037	50849	18622	53732	52537	36356	64691	39164	67656	88352	40858	58909	35205	38540	51013	35926	58186	52357	57465	43573
1266	2.854	357.24939	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26894	30248	24963	25043	28063	19097	17191	23916	12409	38284	39580	22906	30002	42272	35071	38651	22153	20490	36819	24065	27134	19577	25648	17489
1267	2.875	357.31308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20193	20790	18593	25431	20594	26999	17687	21854	30906	16959	30483	28163	42423	36890	36543	21674	14866	18311	21150	15482	17086	29322	23400	14591
1268	1.291	359.01343	266563	379271	323833	279795	320780	371315	360013	430270	399311	394544	353114	261683	271133	254894	354884	362195	318572	295508	384256	267288	252852	447294	230855	260109	50837	45953	35718	8220	454046	266163	230317	283613	387653	306706	410413	13954	454358	311585	406812	488276	306203	237430	68962	2858	38341	45484	3504	163462
1269	1.735	359.03796	0	0	0	0	0	0	0	0	712	0	0	0	0	0	0	0	0	867	0	0	0	0	0	0	17650	5825	15882	13188	5869	13519	16904	10084	11785	20020	30648	17349	9928	8426	7534	6558	16008	20871	11978	16140	9953	18796	14346	8581
1270	1.987	359.06091	28825	32741	22222	24930	28981	25808	27593	27571	26971	24002	33366	24824	36229	35624	22809	37927	28812	33771	31598	29454	36953	40646	37961	22229	11289	10951	12172	7602	387087	10420	12631	20788	192560	307536	14789	19070	15236	27087	14135	22869	11586	15033	17182	10428	10591	7330	16466	5934
1271	1.759	359.061	24331	18382	20723	26752	20816	23131	22130	33611	23024	25096	22592	28961	34942	28247	23164	30030	39761	29909	35191	23383	22614	36550	23010	23524	12904	15924	18213	13408	171327	17913	18476	15489	90120	134291	15778	21320	20732	27050	20155	20250	22553	10371	18332	11441	14992	17208	11190	18023
1272	1.508	359.06146	20391	17090	17991	24492	19824	20184	22133	22622	14956	20006	19903	26606	26740	24545	18901	24157	31204	29568	30003	19924	21446	29099	15758	16303	5204	672	12794	8374	124532	12957	12030	13408	76574	100106	8506	13985	14913	18422	10553	14465	17976	7262	5996	0	7144	26644	9201	16929
1273	3.802	359.07596	648757	585618	91306	76112	44681	75821	362620	94279	50069	550619	78135	80184	104212	111030	293175	22045	108086	138620	351494	242220	131299	117615	79903	242661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1274	1.46	359.08234	16753	14364	16611	19563	21414	18763	29869	24463	16301	21055	21102	29636	24210	20146	16290	32836	20403	27538	35599	14646	6524	21903	17809	17247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1275	2.124	359.09717	154507	185670	142287	114858	180818	147262	120063	108734	138070	142432	157685	172698	117793	169231	175523	104055	167231	138058	140804	146681	276662	147920	121458	169954	52652	52062	39184	48686	85109	54761	62528	65402	72207	116499	79268	61832	133284	151161	141636	112368	33332	56875	57055	35102	35244	40924	29799	53985
1276	1.528	359.0972	12158	13423	12104	9554	12040	9305	9526	8851	10582	11929	10873	11353	8201	9164	12161	11331	9900	10250	11926	10012	11028	9833	10909	7157	10642	12891	12716	12522	12653	6586	8338	23867	11996	11976	8564	0	19271	18751	28651	21305	4061	9156	0	0	3100	8596	6785	8891
1277	5.331	359.09723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	35896	58767	22609	36973	43174	22303	19963	39081	29564	35361	26252	30651	46553	39651	56936	25083	25444	30990	35620	26464	41251	43048	25695	17809
1278	2.703	359.09726	20811	29992	16092	10513	21033	17106	23528	16997	35351	25609	18395	29345	15988	20860	14427	36227	37633	29856	43778	17312	57802	33392	23532	19986	0	0	0	0	0	0	0	0	1265	0	0	0	0	0	186	0	0	395	193	0	0	0	448	0
1279	1.91	359.09732	206356	201093	191206	130653	175256	138058	134417	157884	143272	187763	123243	192978	159007	124487	154832	167835	108497	162196	192023	164078	159099	200650	135751	141372	1518025	1337924	1024280	922387	8348	5526	1088685	1922651	1188463	1775954	1234124	1028990	1982862	2192104	13082	18095	981770	1061835	1039777	709367	1271942	908749	5076	1033835
1280	12.494	359.11255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131169	52642	163061	58661	112254	77640	181497	97777	52975	125717	58568	48273	39850	54090	46772	8347	81226	88840	45693	71802	117566	96507	99870	28679
1281	1.386	359.11838	5633	5569	12726	8786	24917	19850	54255	11981	25124	17262	5679	14830	16212	10763	12654	11141	159121	7988	10574	10292	16282	11956	17794	4795	13816	10134	3794	0	24573	27537	10625	51431	45062	30328	62077	2924	145812	84286	129211	27317	46457	14208	1740	1167	6518	0	0	30932
1282	1.432	359.11838	10846	9109	12726	15251	32914	19850	54255	16687	25124	17262	9165	22914	21592	18601	12654	11141	159121	16174	19420	16135	16282	11956	17794	8438	8598	10134	3794	0	24573	27537	10625	51431	45062	30328	62077	2924	145812	84286	129211	27317	46457	14208	1740	1167	6518	0	0	30932
1283	11.938	359.11847	929	0	0	0	712	0	0	902	0	0	0	0	0	0	0	0	254	0	0	1206	1109	0	0	0	35636	12284	24430	7135	16172	13413	8290	11982	12134	9499	11703	2891	7967	6444	9776	10862	15754	13338	3427	10793	11356	9877	4666	10024
1284	12.95	359.12408	0	472	0	0	0	0	190	0	1126	504	0	0	0	0	579	0	330	0	0	0	1272	767	0	0	8817	11017	8378	9427	7761	7886	7744	6901	6286	8948	5339	10361	4409	6154	3833	7111	7009	7150	10928	9258	13165	10647	7083	9280
1285	11.146	359.13361	0	0	0	0	0	0	0	0	1171	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	108716	78106	98627	171160	58920	106961	133497	114960	84973	51020	63813	142766	32644	50808	97532	84623	93224	121474	228607	93150	98985	141048	152619	113437
1286	2.144	359.13367	46469	25301	27341	33431	33211	7689	13035	20155	17755	19727	41839	39422	11810	59124	27439	10645	22494	28614	36508	52484	39628	21873	22961	24044	45830	66204	47110	47310	45649	55808	65881	59155	48970	46465	54163	44452	51401	68863	59489	77223	52194	40714	69887	38047	49470	58266	39963	76011
1287	2.103	359.13379	46469	25301	27341	33431	33211	8675	18505	20155	17755	19727	41839	39422	11810	59124	27439	14533	22494	28614	36508	52484	39628	21873	22961	24044	45830	66204	47110	47310	45649	55808	60678	59155	48970	46465	54163	44452	51401	68863	59489	77223	52194	40714	62837	38047	49470	58266	36037	76011
1288	11.374	359.14886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	1159	0	0	0	0	49666	43668	55044	46769	49631	54099	49370	37247	38412	49949	43249	38183	35997	30394	38825	40513	35053	53689	44779	43528	51598	44064	50633	53938
1289	12.921	359.1489	11486	6945	10105	4341	8654	7097	18578	4177	4243	8239	12343	24920	6393	8600	17350	8876	35419	6743	7131	8270	2973	3647	5416	9389	14137	12414	18526	23785	19265	21884	10704	22963	10047	16130	9186	6250	10944	12720	15502	66883	13120	16186	18550	41728	15538	8196	16115	8217
1290	19.189	359.18356	15178	15135	18400	13912	18238	17764	19196	19825	22377	16916	15913	16001	22277	16171	16111	16553	16228	18625	16541	14447	11008	18380	17034	13654	8131	8796	6947	8024	5944	6198	7149	5544	7707	8385	9572	12069	7170	7454	7179	6699	6126	9424	10876	8221	4881	9013	9294	9368
1291	13.466	359.20633	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18950	18153	27052	26404	22326	15573	11353	23974	28375	29183	12981	10610	15545	62364	23405	10892	26592	30868	14727	21330	14809	5692	15742	13556
1292	12.377	359.20648	0	0	0	0	0	0	0	0	0	0	0	0	0	522	0	208	0	0	0	0	0	0	0	0	1084	6654	5216	5387	5379	5535	5176	5299	10403	7351	0	3960	5680	5505	5882	9176	5366	4085	11342	6328	8457	5996	5718	653
1293	21.69	359.22238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193896	157480	232777	199126	204635	239347	219234	217454	234573	220663	202248	143167	269394	209130	236882	308014	220389	185854	196330	169923	243572	156232	128565	160724
1294	18.012	359.24344	0	0	0	0	255	1688	565	0	0	0	2326	1415	0	0	670	0	522	0	0	0	0	0	0	149	1606	10367	12717	6725	8940	8876	6404	11612	3497	5810	5676	1170	6628	21405	8582	7078	8530	3953	11250	66120	5718	113	3084	7118
1295	14.256	359.27945	776	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	0	0	0	1378	0	0	30597	39642	27843	31388	28752	16442	23062	24353	18424	19381	23684	23927	12490	13618	13226	15805	18521	34918	49446	26264	24552	78989	16991	50517
1296	1.727	360.03287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69006	70061	115721	82609	69449	71114	38068	66580	54307	73022	54711	58146	61203	27017	56674	67202	92797	91868	60467	69839	64694	117092	42776	71134
1297	2.883	360.12442	3341	7353	7276	7652	10372	4235	3335	7732	5673	5330	6921	10820	4924	8682	5748	7673	2934	11332	8979	10664	13502	8256	12827	6533	78443	83342	59922	70360	101867	82009	63437	94244	83919	87267	79138	89410	103738	127418	109364	98313	63877	70455	74488	50729	86350	90777	80349	63283
1298	4.544	360.12894	105630	111903	67368	76327	113941	79812	80752	117045	96833	106730	103710	129226	97605	98548	79312	90657	89712	107117	103763	118610	142686	88577	117216	82183	23447	25142	24976	24822	16538	18869	31590	25102	20133	19506	16064	30992	13738	20496	22408	32807	18872	26918	16685	27526	26093	36957	38096	24406
1299	1.29	361.01093	24560	37500	32368	24858	32265	33880	41050	44162	39128	40844	39753	25557	26962	23856	35824	35355	33047	27608	40898	26201	25383	44264	23295	23264	5653	4380	2410	711	49244	26011	20031	28499	40614	30001	42523	637	49564	29160	37647	50648	31244	23370	7420	0	3555	5952	0	16048
1300	2.523	361.06851	0	0	0	0	0	0	0	0	0	0	0	183	461	0	0	0	0	0	0	0	0	0	0	0	22429	33924	26120	24899	18202	24746	23570	26031	23041	18088	23141	22932	23485	26227	21253	26952	25647	29753	17808	20132	22419	28098	14642	34451
1301	17.188	361.08105	57572	58535	55714	64110	68536	48746	124927	54334	64576	91936	33772	45989	65037	60201	104407	84184	84866	101950	103482	59071	57130	91563	45225	59069	114	0	0	0	0	0	0	116	158	0	0	0	0	0	562	0	0	0	0	0	0	530	0	394
1302	16.712	361.08435	141	245	0	311	157	0	266	0	163	0	210	0	102	0	0	0	0	0	0	0	0	194	232	256	49528	44198	46534	27047	46124	31866	36962	34442	34814	37184	37826	22040	41390	23232	23101	22268	35428	37222	12408	53143	46118	19912	40601	10486
1303	1.835	361.08945	242	0	0	0	0	0	597	0	0	664	0	0	0	0	0	0	1424	0	0	0	0	0	0	0	26705	36550	77530	45326	18151	28546	31779	27343	41907	40468	46362	47273	20744	17344	17518	23502	51743	57106	53659	57799	104005	127512	102181	60835
1304	11.062	361.09155	221128	214090	182231	293389	171834	181598	129004	221612	198389	194535	200246	296743	130524	198905	165044	203701	140752	160858	228565	333671	214678	310440	213901	160701	5097	5814	6740	8022	5483	3955	5931	5376	4017	10307	3957	11507	2117	3097	0	562	5194	1567	1339	1816	2277	4411	4370	11816
1305	10.421	361.10333	0	342	0	0	0	0	0	0	0	0	0	0	0	732	654	0	0	0	0	0	0	0	0	0	8803	8579	10012	8411	7475	7722	10046	7962	6479	6799	6825	9702	5664	8736	6280	7694	9088	8819	12047	8374	10018	14852	13923	12329
1306	2.453	361.11246	20807	28847	8810	15013	10641	10130	10512	12107	19147	9458	9181	17003	9067	21962	19257	42210	43589	19042	7764	8580	13442	11622	10909	13162	3188	2954	3284	3314	1186	1334	1995	1219	2392	544	2705	2421	706	4659	633	2846	2454	1877	3663	1762	1128	3482	6536	767
1307	1.902	361.11261	157015	133370	191309	150802	223902	126939	137007	166359	191898	146003	112144	174755	140607	170923	180520	237888	142739	173153	148122	182865	127343	136742	115881	227289	78376	90645	94878	89776	91369	112103	101091	90640	88482	79747	73317	98765	55640	64622	68390	77552	103482	85632	117507	75739	85977	97513	78805	89580
1308	10.165	361.13901	28365	20181	26893	15705	30128	19128	15061	30103	37583	23131	16859	25510	41081	19165	28691	24393	26312	12559	19773	22927	25518	22051	20521	30345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0
1309	11.075	361.13913	9324	6169	10326	8100	10077	8684	6138	11841	14282	8259	8391	7704	13165	7312	12092	7414	10692	2342	8556	8835	10391	8913	5684	11335	0	0	0	535	0	1079	150	0	0	0	905	747	0	0	0	139	0	0	2129	0	0	1043	728	0
1310	2.065	361.14902	0	0	1063	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	908	178	0	26564	18258	24237	20961	27136	19987	23741	25374	16800	14651	19864	9808	29408	13881	15513	25557	16611	24725	13610	13840	15793	12110	17280	11298
1311	11.486	361.1492	0	0	0	0	0	1290	1194	0	0	0	0	1196	0	0	396	0	0	0	0	0	0	0	0	0	821481	613842	777472	841031	597567	934095	976139	669082	783285	602210	828487	973746	398638	605169	531666	898042	601778	888703	1219935	770544	851578	1334686	1099135	886518
1312	3.18	361.14926	771	273	0	0	0	0	0	781	1051	0	0	0	0	181	0	0	0	0	0	208	917	0	0	0	52493	24090	97746	80546	41697	23252	26886	25824	20250	15518	22287	13124	20873	36510	21039	57265	70846	22821	31295	240211	16363	12997	20552	30050
1313	12.262	361.14932	4922	1508	12229	10258	655	20359	31476	10744	7790	6338	20003	16378	11070	4851	12879	0	767	15361	0	13365	15949	8622	5045	9078	124	0	0	0	731	1333	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0
1314	11.557	361.16434	0	1075	1072	0	3147	2050	1561	0	0	0	0	4454	0	463	1332	506	1304	2140	0	0	933	0	1069	0	44929	14495	41073	52047	39739	35142	30269	24343	20865	17894	18744	31186	18934	12284	20945	24486	27002	39929	38932	31382	38427	64405	25922	22145
1315	13.404	361.16449	0	0	763	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24071	7916	24451	14627	25714	24151	20258	12786	23364	17810	17797	7250	12225	12023	18432	14096	15689	27406	10950	23518	30483	26871	15798	14584
1316	12.633	361.16458	6011	22982	21601	6886	13456	31049	45061	3976	1390	7668	35395	25808	9735	14654	52582	9725	50695	4959	8119	9132	11315	14511	4220	15802	11588	18021	15146	39027	17178	19185	12061	18672	11858	10909	5338	18517	21003	11848	13520	32846	18472	16031	44681	45890	15581	19005	19825	13639
1317	11.773	361.16461	0	0	0	0	0	0	0	0	0	0	0	796	0	0	468	0	0	0	0	0	0	0	0	0	33994	25907	37862	32935	24639	34870	28393	30618	31134	24388	16337	41435	20514	14092	18838	20806	39979	32218	38172	32399	22686	46350	17299	32752
1318	12.185	361.16467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275	0	0	209544	63818	94740	148997	121920	128133	104636	77275	96616	126911	98955	70767	65693	94612	73493	85688	150011	116973	50492	126125	166262	108836	68978	89978
1319	10.758	361.16495	1045	0	3842	2441	3868	1186	6457	2223	0	0	1503	1107	714	2443	2363	196	10108	215	1096	1263	1279	3957	940	0	12248	6929	11322	11876	13020	15856	12693	8958	9546	9775	12871	8736	14492	9144	11638	14108	10397	13705	14844	11357	12432	15102	12728	11318
1320	12.705	361.1857	0	545	1079	0	1656	0	1842	0	804	1856	0	1264	1274	1350	2993	629	0	1259	908	1037	0	0	0	0	56008	43818	42206	50080	35882	69491	35144	43228	48160	36916	39549	74575	19718	30754	54149	33403	37192	60570	57925	38295	64747	63795	65629	51334
1321	19.656	361.20157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16966	17473	40075	18469	19241	14626	15947	13665	12761	9518	6493	9529	17369	12068	11296	9648	30772	11318	21008	31527	12374	6882	11396	21029
