Alignment ID	RT	m.z	2022_12_30_pos_BK_Sfery_23_08_22_B_1_230102194605	2022_12_30_pos_BK_Sfery_23_08_22_B_10_230103011005	2022_12_30_pos_BK_Sfery_23_08_22_B_11_230103014609	2022_12_30_pos_BK_Sfery_23_08_22_B_12_230103022200	2022_12_30_pos_BK_Sfery_23_08_22_B_13_230103025801	2022_12_30_pos_BK_Sfery_23_08_22_B_14_230103033403	2022_12_30_pos_BK_Sfery_23_08_22_B_15_230103040949	2022_12_30_pos_BK_Sfery_23_08_22_B_16_230103044539	2022_12_30_pos_BK_Sfery_23_08_22_B_17_230103104719	2022_12_30_pos_BK_Sfery_23_08_22_B_18_230103112325	2022_12_30_pos_BK_Sfery_23_08_22_B_19_230103115923	2022_12_30_pos_BK_Sfery_23_08_22_B_2_230102202209	2022_12_30_pos_BK_Sfery_23_08_22_B_20_230103123513	2022_12_30_pos_BK_Sfery_23_08_22_B_21_230103131115	2022_12_30_pos_BK_Sfery_23_08_22_B_22_230103134708	2022_12_30_pos_BK_Sfery_23_08_22_B_23_230103142309	2022_12_30_pos_BK_Sfery_23_08_22_B_24_230103145912	2022_12_30_pos_BK_Sfery_23_08_22_B_3_230102205812	2022_12_30_pos_BK_Sfery_23_08_22_B_4_230102213401	2022_12_30_pos_BK_Sfery_23_08_22_B_5_230102221005	2022_12_30_pos_BK_Sfery_23_08_22_B_6_230102224606	2022_12_30_pos_BK_Sfery_23_08_22_B_7_230102232155	2022_12_30_pos_BK_Sfery_23_08_22_B_8_230102235759	2022_12_30_pos_BK_Sfery_23_08_22_B_9_230103003402	2022_12_30_pos_BK_Sfery_23_08_22_S_1_230102052256	2022_12_30_pos_BK_Sfery_23_08_22_S_10_230102104704	2022_12_30_pos_BK_Sfery_23_08_22_S_11_230102112253	2022_12_30_pos_BK_Sfery_23_08_22_S_12_230102115852	2022_12_30_pos_BK_Sfery_23_08_22_S_13_230102123442	2022_12_30_pos_BK_Sfery_23_08_22_S_14_230102131027	2022_12_30_pos_BK_Sfery_23_08_22_S_15_230102134615	2022_12_30_pos_BK_Sfery_23_08_22_S_16_230102142204	2022_12_30_pos_BK_Sfery_23_08_22_S_17_230102145755	2022_12_30_pos_BK_Sfery_23_08_22_S_18_230102153356	2022_12_30_pos_BK_Sfery_23_08_22_S_19_230102160945	2022_12_30_pos_BK_Sfery_23_08_22_S_2_230102055859	2022_12_30_pos_BK_Sfery_23_08_22_S_20_230102164549	2022_12_30_pos_BK_Sfery_23_08_22_S_21_230102172152	2022_12_30_pos_BK_Sfery_23_08_22_S_22_230102175755	2022_12_30_pos_BK_Sfery_23_08_22_S_23_230102183359	2022_12_30_pos_BK_Sfery_23_08_22_S_24_230102191002	2022_12_30_pos_BK_Sfery_23_08_22_S_3_230102063503	2022_12_30_pos_BK_Sfery_23_08_22_S_4_230102071102	2022_12_30_pos_BK_Sfery_23_08_22_S_5_230102074705	2022_12_30_pos_BK_Sfery_23_08_22_S_6_230102082309	2022_12_30_pos_BK_Sfery_23_08_22_S_7_230102085912	2022_12_30_pos_BK_Sfery_23_08_22_S_8_230102093513	2022_12_30_pos_BK_Sfery_23_08_22_S_9_230102101113
1018	14.777	471.345	123828	236209	240169	197625	372092	253500	142786	32822	179350	317956	145248	185840	355274	425846	268016	70937	381009	160782	121771	315616	513878	80463	384597	197412	0	0	0	0	0	509	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	507
1019	17.528	471.34518	366006	629314	485379	763064	668017	809488	699444	572210	753910	1200049	542475	864334	574661	619701	636971	808070	1876994	470451	371351	800622	1214383	351820	1014943	790897	977	682	133	366	85	958	345	0	0	0	0	0	322	127	0	150	0	549	565	0	311	0	0	158
1020	18.831	471.34564	193666	321941	96190	402524	176005	328622	125703	224212	113936	315945	123808	261893	102226	238155	216532	221178	571966	181434	285970	377406	885568	158644	545069	382522	0	0	0	728	0	0	601	0	0	0	0	561	0	0	0	0	122	0	0	0	0	0	827	0
1021	20.75	471.34619	27819	1075240	27139	29528	25438	183636	64833	50874	4542	40223	204871	260877	52465	97901	387552	315455	22526	80557	124998	53799	303443	18135	492898	99537	0	0	0	0	436	400	0	51	521	48	0	34	0	0	0	0	82	108	0	168	0	0	0	188
1022	14.079	473.3443	117784	95588	111725	118901	138638	70322	54848	139095	128547	88756	107465	107739	83417	96653	68626	58606	64423	175875	117774	177487	111700	90033	149801	72948	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1023	20.415	473.36209	694955	1075644	275811	898788	565750	557666	599975	303041	289430	600403	620531	753111	542140	489582	600548	422701	411570	658702	876614	906122	961134	521543	823690	950998	1742	743	191	772	1192	564	583	240	499	217	245	156	378	280	0	0	494	435	322	0	0	0	91	1122
1024	1.541	474.12173	46470	88467	84861	50601	57448	75139	50682	81781	86118	86164	45549	54141	49098	66933	87009	74782	42538	42523	75595	38743	28815	77084	45764	46839	0	0	0	0	0	0	524	1838	4213	1051	1215	0	1662	727	0	2048	0	1834	0	0	0	0	0	0
1025	14.089	475.12155	490315	731165	172373	430155	133821	84298	576696	933696	394809	1016818	96784	346862	556717	471782	1056718	362074	1019500	201804	648051	512111	214450	1307966	526304	419180	684	1230	682	1000	179	478	892	3739	688	664	92	2048	830	932	1144	0	1051	1262	705	2427	456	1766	1155	0
1026	13.256	475.19366	238474	282925	243039	233206	384125	151557	238416	280018	285293	303422	168718	183720	321089	217294	269740	174036	184080	220871	271406	220183	157491	204547	136200	318948	0	691	197	0	222	178	0	1520	0	0	0	5517	0	0	0	0	232	0	0	0	0	0	192	288
1027	10.642	475.1937	0	0	606	0	0	428	1833	0	0	1291	489	530	526	0	0	1002	1080	1406	487	0	0	180	949	0	91951	228270	183498	145100	136660	108808	175817	105690	159111	135925	132127	89860	90431	52814	75153	92012	98969	31409	181941	224165	186194	161923	228297	144681
1028	21.483	475.30386	0	0	138	0	0	149	147	0	0	0	372	0	0	0	40	0	0	0	0	0	0	0	0	0	150596	79668	95252	129315	84722	51679	141303	64478	72127	115134	60534	90687	52580	148700	88703	77156	88510	117660	151332	147509	109797	62295	114769	133968
1029	1.554	476.15808	8447	0	2643	6628	9184	22736	6039	6902	3118	5584	24635	3350	9223	3893	4877	25370	2060	13252	5892	1566	8129	5747	17039	3651	95980	137162	122459	92936	108575	79580	119000	61690	153868	51939	98412	54609	52075	64632	90899	95879	67223	140909	122466	292658	111329	132432	211827	110279
1030	12.242	476.2106	6985	27265	28019	5665	10093	23504	27046	15206	4490	15530	11239	21202	36672	34716	15394	17988	57510	27440	18711	69759	13654	10903	4813	19173	272035	63566	158193	94660	250893	191589	95361	242284	170280	138189	143979	57867	112502	125108	203835	307678	232232	67736	53322	324966	84653	291968	141296	47903
1031	4.73	476.21088	0	0	0	0	0	608	0	342	127	0	0	0	219	0	0	244	139	211	0	0	717	159	503	155	263097	110115	165640	225760	231870	365329	180324	201316	136549	145107	118264	358139	616299	109063	175065	38546	177649	347370	27620	154839	237242	297089	1455420	84820
1032	18.948	476.27573	270347	229845	257017	338452	264472	242695	107650	432691	254984	258283	279149	229844	256458	301564	136811	294609	178113	394055	263398	687267	154813	217073	358426	241039	9392	19259	14481	15394	17719	10128	12046	11547	13069	16361	14691	14282	14913	13073	17079	10412	14584	16606	14061	11399	5250	12754	15153	13339
1033	2.936	477.15814	511130	609574	231094	816899	297415	979463	435111	683648	416307	319236	836325	913096	191114	554069	405158	495975	824868	1110410	910728	731179	779170	1054617	946260	587093	642	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1034	12.374	477.20972	54724	21512	125393	126377	128540	93397	75668	133965	79760	83966	121516	57466	67127	83105	43827	110308	300750	139549	56842	51056	55270	94991	76377	26335	34238	175874	80205	237075	533268	298567	429117	183618	207873	254902	431391	60800	315771	17930	365647	125978	96186	12344	233250	261665	210983	1911020	385818	495085
1035	2.878	478.18915	705	0	0	0	1066	0	0	0	190	0	0	0	241	532	0	800	0	0	213	0	0	202	917	0	112471	124255	60620	105121	148181	87459	55781	149572	205642	213788	192870	149422	363378	335666	269150	145175	58605	76729	93442	52407	133366	143320	111702	60836
1036	13.49	478.22546	4433	0	1208	1197	0	0	0	1628	0	0	1066	4957	0	2236	0	893	0	2771	0	12092	2789	0	6150	588	24335	132071	93124	57441	109522	56915	56545	122363	56470	53327	47634	115417	114013	165302	255682	153552	178520	94587	57602	81386	142843	72018	97414	120596
1037	19.878	478.29089	154111	93597	122786	216240	126966	123358	60378	175219	125915	109783	223861	126674	151602	168103	77596	170790	123348	214270	127840	418589	112979	100564	200266	121163	23202	54634	32583	29434	33096	24341	21760	23505	33178	39920	40631	38067	33760	24453	52875	21924	34079	53752	33962	22541	14109	24192	32996	27806
1038	11.319	479.07977	1321242	1086212	1606622	973298	2037305	1562341	2512132	2084853	1585636	2117466	1921567	1152774	2114980	2835407	3122481	1159536	1340037	746440	1486237	1388249	1152824	1241960	2109726	617637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1039	12.178	479.11658	411258	447556	511292	557067	691208	683133	1036286	613415	351241	269335	314456	492625	506002	778592	739215	678112	247418	1539318	692814	294754	548781	1097821	435795	376782	5384762	4871542	3500584	3835543	3542044	3295538	5481014	8256645	5638319	4113395	5779109	6965044	5170084	10395130	6124948	5349808	4465945	4280139	4208446	2268480	4877554	6073912	5622284	5104148
1040	14.398	479.1525	0	0	0	0	1154	0	0	1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34456	46525	244599	114230	701594	7101	179375	169893	171645	79398	19924	862154	18111	439069	402496	81487	349169	7911	581584	11456	21286	75563	599048	10435
1041	14.102	480.24173	3396972	1449468	1278429	2648478	366921	359938	507244	1617192	470555	804316	483525	2089112	230188	721811	474784	849975	973028	2285806	1122979	3567119	2053067	2130844	2258097	1321208	2564	3807	14517	11382	7778	3555	10385	7451	16548	10879	5505	9139	6484	24544	15581	12770	7104	19330	3578	4300	7146	31880	8936	7679
1042	10.212	481.09586	1866850	1953580	1162635	1796270	1025886	863411	4358629	1358766	1114588	2956153	3790297	1530912	5198022	1381782	1956420	1718624	3361686	3648888	1463706	2236064	1147010	2528271	1589416	2404396	1053073	1649554	505979	534251	614688	747714	741653	1291212	1643053	1196278	1578941	866097	1415913	717564	1075708	904162	1252428	1859962	877277	693373	668940	445385	739333	317712
1043	10.177	481.09601	1866850	1953580	1162635	1796270	1025886	863411	4358629	1358766	1114588	2956153	3790297	1540836	5198022	1381782	1956420	1718624	3361686	3648888	1465716	2236064	1147010	2528271	1589416	2404396	1053073	1649554	496206	534251	614688	747714	741653	1291212	1595918	1196278	1578941	866097	1415913	717564	1075708	904162	1252428	1859962	877277	693373	668940	445385	739333	317712
1044	11.848	481.20407	5401	1997	1699	7368	2291	1100	6201	7546	4394	3570	3320	4878	3623	2767	8230	2843	5770	6318	3091	2884	3934	4412	1584	6069	126206	166105	174389	224813	123478	108964	161726	72980	131653	171302	77095	76544	84404	71109	96798	157493	176409	134954	97664	104248	144466	152691	198145	109765
1045	10.029	482.18192	721	0	0	0	0	0	1452	0	0	0	0	0	325	721	1523	0	0	3926	0	0	0	0	0	328	137062	104929	136083	124770	156211	134523	79284	51839	64687	71894	62960	81500	65268	186295	60672	96095	66155	41381	154265	74772	142439	52267	63302	89365
1046	11.725	485.142	264878	433499	187270	261537	345928	187410	204822	390758	54908	115957	110130	302155	59291	98600	66679	106218	57929	331284	285519	213358	243521	217819	220371	166611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	0	1178	607
1047	12.362	487.19345	55390	51669	85751	67864	60402	42377	54579	76023	64086	65543	40534	42080	71372	49314	59332	47694	252661	71269	39053	67189	49000	42058	31222	56044	0	0	0	349	0	114	0	0	0	0	0	0	117	0	0	961	0	0	0	730	0	483	0	0
1048	18.075	487.33972	98192	1006161	115393	213020	246576	684629	302052	240677	44692	279840	406910	421077	324602	369158	571312	751887	229126	188365	272170	351303	692933	93819	802604	286460	1342	701	601	1166	422	118	802	665	1234	0	0	664	716	158	0	284	88	744	240	835	358	428	768	509
1049	12.546	489.13666	65589	126977	40777	101584	47983	173242	144461	54121	61089	72886	265289	81939	63153	67468	85864	111177	85456	97598	177878	68547	65644	169337	121723	62181	0	248	0	0	0	0	0	0	0	922	0	0	0	0	0	0	418	0	0	0	0	0	857	0
1050	14.273	489.33908	170789	170220	144826	166179	202964	87950	67229	127216	178341	182849	215040	152761	91418	139489	97464	96391	54122	288883	127482	227565	189966	103103	261409	88742	242	891	841	0	830	219	1642	362	0	0	481	808	196	290	0	0	337	168	923	1418	164	0	2022	731
1051	14.78	489.35541	458037	742023	773335	700220	1135309	805270	515042	115408	438368	828709	506356	655810	1098424	1322150	870498	269611	1157285	587111	472109	946616	1446722	348059	1212411	684710	158	0	924	0	294	0	326	0	338	0	134	0	0	103	0	419	160	0	0	0	0	483	0	505
1052	17.52	489.35568	805631	1350508	1096681	1700496	1355340	1617853	1533964	1260346	1209892	2181034	1155643	1709594	1200778	1325032	1456768	1724482	3753644	1010890	829507	1674724	2416746	845792	2063992	1605377	1515	1277	949	1390	1961	200	1361	673	749	79	210	687	726	0	615	371	864	1561	341	739	162	1140	552	1777
1053	15.442	489.35571	217671	129672	100232	467344	254547	420365	81206	34472	35898	234760	77697	71269	162296	673572	195759	59661	263367	287615	179179	673481	2108414	52753	1055934	103290	2436	2144	1492	2867	926	1568	1040	605	574	241	0	561	550	1540	358	0	1813	330	861	962	1089	1148	0	1968
1054	18.833	489.35587	1054679	1639925	653828	1996508	979173	1501027	814110	1272836	732451	1718454	837763	1375902	719341	1283424	1273595	1310785	2654142	1015457	1441772	1970043	4030009	932137	2742869	1953356	379	102	2090	1355	872	1226	660	0	0	0	360	0	0	536	134	0	681	494	562	467	0	0	646	1721
1055	12.204	490.13199	1367675	1181789	2118009	1855101	1066766	945129	966492	2401322	1951955	1904275	1340854	1687428	1606839	1869616	1317569	1724108	1685694	2403422	1214906	1115369	1113864	2044760	1940305	1722404	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1056	1.544	490.17303	16773	928	6904	20243	21053	11156	17888	22176	10730	3620	16227	3302	18629	27300	13692	47806	14171	23959	11133	10809	10644	6202	15249	14620	87241	139669	115593	96104	76395	87680	126534	91125	165072	75085	142070	60178	166039	135598	170453	132504	80580	196017	88958	130457	83280	86994	164587	100023
1057	13.634	491.11624	2288	4921	506	2428	1323	1886	7481	1533	2935	1206	0	1194	2598	2504	1247	567	1570	2250	1442	0	1147	3721	2395	1175	413587	223080	28008	52823	35055	65996	47500	358999	45508	224164	25472	168100	86903	128972	194793	51914	49607	36625	24045	86394	74887	171946	664196	33927
1058	12.942	491.11673	14664	14361	8376	14628	13851	17050	15729	21841	18621	13878	26100	20357	18241	21171	11297	14228	12550	14937	16508	14433	14111	26399	22960	11162	338674	951874	311474	299908	531762	468229	1099353	1169097	1661812	879626	959354	3185040	1372821	2416960	1459438	1029042	909146	711475	745143	1168884	1149295	926229	1571792	613589
1059	10.893	491.15207	159925	66999	75104	148090	85991	124815	117039	212436	115906	85637	147697	153392	71214	105679	136561	181407	116836	235873	168456	181490	112346	277220	186183	113744	0	0	643	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1060	10.244	491.16293	100802	108357	89416	60158	101518	59457	44637	69936	77858	80168	64003	60073	70144	35433	50191	52600	99325	185312	89165	99229	48798	103806	67013	43822	0	274	0	0	0	574	0	364	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0
1061	13.878	491.22519	1504048	973418	635166	857765	678561	425592	367603	850890	787774	705222	534628	697305	946948	559065	577532	825131	642240	900497	803287	882938	1059254	721777	611179	726774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1062	14.087	491.35529	551619	533747	554936	589747	622289	388972	269828	606303	572010	415963	522322	606014	453907	501542	374642	304668	335761	766674	527417	777523	527702	501770	740856	397719	0	0	0	0	486	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0
1063	13.082	493.13162	73486	145393	84623	82427	125312	107441	128991	50531	52488	101869	104736	56600	77672	101637	218108	128627	297433	132020	199302	88296	54781	64224	99782	114124	38156	138739	90585	162355	63436	91427	103300	581167	78140	78603	56229	206503	31943	91940	129090	166007	51500	53660	235976	90589	47026	567678	454769	59628
1064	13.049	493.13181	73486	145955	84623	82427	125312	107441	128991	50531	52488	101869	104736	56600	77672	101637	218108	128627	297433	132020	199302	88296	54537	64224	99782	114124	40239	138739	90585	162355	63674	91427	103300	581167	78140	78603	64015	206503	31943	91940	129090	166007	45637	53660	235976	90589	45838	567678	454769	59628
1065	10.21	493.17853	128937	138032	134626	125085	104268	115482	72787	183584	131042	63210	14058	184460	96993	117076	99250	120296	155761	44551	111117	207542	79312	102629	148581	115760	0	213	874	269	0	760	0	1430	751	0	109	0	0	1148	0	645	528	354	946	1513	0	215	550	1484
1066	11.398	493.20374	1283	1427	296	1732	466	0	1265	260	0	0	0	0	0	556	0	274	969	0	272	1601	1370	1630	602	1072	122878	138260	154606	139133	198018	172261	154441	108215	111719	169201	110208	100854	90225	92645	106660	93757	95475	102011	122476	117909	165946	129848	167573	152701
1067	9.832	493.2041	1807	1697	3356	1236	1354	1549	1253	2250	936	0	695	2119	699	2547	415	2823	5484	711	1357	1904	830	925	1536	539	264771	84221	128947	177177	152380	213157	125038	141892	131575	167835	150314	161287	96692	206337	173392	91720	240623	153344	94608	248241	189876	171809	111741	125084
1068	11.748	493.20465	2605454	2093062	2678894	3207492	2991314	2619651	2405628	3537352	2707415	2754900	2052669	2296026	3201859	2594258	2180563	2797402	2276468	3758170	2333720	3139324	2390049	2544468	2292561	2897484	15472	19150	33555	25883	56857	42844	48711	51681	31561	52840	28209	18478	11848	28195	47770	27267	57410	12352	6957	82341	27186	43159	14694	29263
1069	2.93	494.18372	99545	79780	37918	105334	43430	126241	42107	85809	44351	34705	94146	144829	35664	76798	57303	67300	105241	183056	140976	106426	103139	134279	126957	68683	0	0	0	0	1608	0	0	0	639	0	0	0	0	0	0	172	0	0	0	0	628	0	0	0
1070	4.786	494.22104	0	0	0	0	0	0	0	0	0	0	0	1605	0	0	0	170	171	550	167	304	878	608	0	188	118968	36859	43303	151215	180920	89149	330037	85670	43388	99065	177160	82176	72705	40766	64872	209428	92431	363634	48448	28400	160214	161280	264989	25742
1071	12.734	494.23572	1412	482	330	0	1245	1136	0	259	0	1726	1041	942	3080	2600	2086	532	0	803	0	1443	8436	0	1395	932	23649	133932	95402	89969	88093	111554	125442	64937	152595	74941	126443	37774	68158	38395	71851	83191	90711	15269	57280	102577	65738	158642	73801	97778
1072	9.702	495.07477	95582	43088	202856	67770	205159	54849	1121036	158351	178339	716165	543487	111834	693190	365631	634608	102734	147861	224245	140646	154698	105657	150250	221119	116044	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1073	11.477	495.11133	4523	13288	9711	14182	5957	0	49830	6199	6923	37123	16894	8883	44176	834	14266	13044	19657	12517	7963	12708	6237	7370	2738	15925	1348054	1135533	478596	663865	538111	434575	571405	1049896	1036702	601168	695999	1091817	404927	383960	332923	694363	990686	1215518	470698	95325	270517	330554	603498	482924
1074	12.177	495.22049	9796	5324	15632	18320	2792	16043	7316	3809	7838	3346	11583	12333	8613	11307	14095	5876	1869	11542	6556	18915	8755	11347	11389	7950	2493250	828784	1355116	2075170	1510463	1368884	1107822	1029512	1144874	1595036	1257961	729658	806846	1232478	913803	1041789	1866624	1256058	649180	1798209	1879408	1344576	944743	1160213
1075	22.636	495.27216	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95821	70858	81507	70859	83250	24889	63440	20738	58744	95948	32431	73021	27211	42649	88091	25286	138742	99295	137337	91163	96436	42743	45050	110869
1076	21.912	496.33832	79701	69742	94047	119193	76667	88790	35557	125527	70232	64508	111750	77160	106652	106846	73745	75806	46722	90218	81859	208891	73497	62825	126244	68441	139368	285137	219799	206298	287047	204982	138290	217569	186913	184872	163722	287617	226529	179127	248800	112115	195353	259810	158714	298319	98742	232872	358559	222379
1077	19.616	497.30838	483910	706338	733127	759490	855562	500092	297435	1289752	626077	694267	474476	430405	644600	1122714	913605	602948	260921	361542	608640	888100	592633	555279	904320	463495	19590	91808	30103	38884	30561	18156	17596	20072	21820	22040	32036	41675	14035	17252	14315	17523	18974	34437	32628	34259	13872	26236	59989	24292
1078	18.412	497.30911	215777	422195	385850	406834	569540	334714	184892	685080	406356	415710	230200	239513	477893	697949	482540	332554	150092	162977	284455	596442	299801	270393	615414	234998	4121	10775	5202	4899	6131	6710	6087	3451	9004	4531	7600	6896	3493	5743	5066	5169	5190	7762	5936	8936	4929	4647	10706	3874
1079	11.85	498.23129	256	295	312	0	0	662	0	0	324	0	0	0	0	0	0	298	0	325	0	0	571	0	0	0	759454	783752	975414	1186537	783292	684374	923536	526135	820264	1077123	575168	481951	546793	579121	754110	1014822	1047524	771616	528086	641451	871068	983480	916927	559802
1080	1.489	499.11041	182300	255930	137472	128717	149734	146336	89153	93453	144728	130542	134218	202370	175164	190732	215499	105066	58807	74690	83688	122680	182195	119149	220872	136470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1454	0	0	0	0	0	0
1081	17.487	499.15686	170431	93726	233992	102705	22376	120601	32701	153982	47657	73923	133262	47611	77881	127684	104347	26063	36837	33347	109484	77821	62253	47353	236896	39084	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1082	16.592	505.35037	19720	29022	39213	53147	125496	101421	74439	289752	81410	242717	21591	60793	29406	78845	143645	367351	1293106	16758	20625	120776	396711	66589	96546	104816	0	0	377	864	0	0	304	821	0	91	0	173	0	0	0	0	111	1066	0	520	0	180	131	683
1083	12.269	507.11121	0	0	0	0	0	0	0	1038	0	0	0	0	0	0	0	0	0	0	0	1829	0	0	0	0	14119	100351	33970	21606	19741	62599	65251	154263	190564	39052	124792	204152	151334	296567	156348	107619	76192	19899	25061	185978	70671	481788	184605	34906
1084	14.208	507.14807	0	0	0	0	0	0	0	0	0	0	875	0	504	0	0	0	431	0	0	0	0	0	0	0	150287	381536	493691	670566	358133	793156	876507	2831368	880335	902074	145041	3003688	340272	697435	1607687	636715	589053	332003	584414	667091	451779	1287648	909880	187014
1085	16.342	507.19922	236	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	1346463	1189848	1584254	1194208	974920	1046421	717482	981825	853692	959418	664383	691425	1514836	1348950	1340575	1423802	1035565	891913	849253	1174486	1493332	492616	1052602	808574
1086	13.433	507.31406	0	0	1091	0	851	2374	0	0	0	0	1775	301	0	0	1108	0	1116	0	813	0	0	273	0	894	389414	102238	206706	105952	66630	204744	123519	296966	60402	122350	78462	47268	140650	85336	128929	43303	158222	285468	145937	114756	90382	21522	56678	720018
1087	14.275	507.34998	1018776	1031449	871616	874154	1041595	474492	417549	763499	824458	924113	1224675	1022192	614313	836380	495111	745428	383478	1435189	781289	1160943	1004552	588371	1177261	553029	3467	3723	4779	3774	2070	879	4031	3977	3665	3653	3180	5196	2492	3449	3445	1016	1395	4220	7517	5268	4681	6251	5564	2036
1088	14.639	507.35074	672674	635532	521310	554931	576488	461678	299337	615899	490753	565749	394286	719275	433034	542884	314528	570076	430675	502077	666951	698482	634562	655578	759132	443715	10629	10461	7878	15532	8912	6565	7992	14386	7807	13444	9932	6540	4438	6408	6463	6600	6226	41999	9537	15540	10691	21828	10296	16321
1089	10.64	508.28821	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	4914419	5374200	4288676	10362732	2148878	2674252	3929492	3169251	3834915	1589112	1457670	8725651	688758	621165	2573842	834897	1755541	2311361	9443572	8920171	4612022	8259072	5327076	12042480
1090	10.167	508.28827	529	0	0	0	0	0	0	0	0	512	0	412	0	2041	776	0	0	0	845	0	2374	0	0	321	7100900	6631940	5733526	12443940	2876694	3741146	4844679	4459339	5046866	2194664	2191436	12495186	1104417	1055627	3551638	1301003	2405345	3302663	12240656	10581645	5741788	10147884	7163767	15230768
1091	12.139	509.1265	0	3406	3149	5740	1797	0	34206	0	3546	26727	5844	0	12190	0	6222	1646	5219	5098	4433	3278	2659	1926	0	3920	506313	446073	298266	283024	143762	252168	228277	399654	223844	193575	96831	378115	116309	83044	212679	292855	460127	366742	114938	42756	93077	62618	453890	164739
1092	9.606	509.1998	11132	5974	4052	7528	12239	7513	9809	8583	7754	2049	10883	10480	6826	10203	18302	2751	12374	12525	4624	7537	7376	4629	5639	8434	610646	889139	963930	858846	779538	814867	703082	655252	900326	739926	573768	585940	437854	495079	517698	924588	734396	782804	912556	912242	824445	1062183	967130	812694
1093	11.87	509.2124	7013	3912	8681	8702	6098	4776	3715	9370	5938	4553	5319	10532	8940	4591	8705	7108	10246	9584	2584	4266	4062	4239	4829	6730	66028	66685	81177	71774	57755	66201	52786	48343	58391	60041	39927	60856	52974	46981	51871	57132	50799	49784	77845	91596	49737	72622	77192	57751
1094	13.044	509.21439	80970	64731	150584	102572	90938	74781	74295	99855	86086	81010	68031	66280	114577	109169	94132	96357	86084	111539	56795	94582	72338	86935	70336	109773	631356	457386	950762	554645	592348	626387	414911	510624	489252	598928	399119	409131	326594	475147	399325	506829	361651	455021	786444	797430	506766	740341	672274	526552
1095	12.387	509.23608	571257	329748	654449	846157	797344	1015580	444938	769494	529117	441392	414724	414041	769340	799493	573101	640796	889750	943896	390748	504522	675435	487164	335794	578144	2574	1254	1614	3454	1574	3613	3850	1157	938	3368	1396	2244	2230	1458	2515	2008	2253	1485	2102	2518	2107	8023	1236	2718
1096	14.091	509.36603	5338986	5228805	5445314	5511934	5638033	3791247	3045904	5631368	4906222	4355968	5492228	5826588	4634108	4992497	3914616	3423280	3871989	6834986	4917385	6925962	5298563	4841674	6534964	4028736	747	3811	1492	647	1344	2502	4320	2107	2442	2628	1620	2419	1216	1528	2158	3555	1509	5381	3978	2330	2535	3812	3159	2767
1097	14.774	509.36609	57614	71693	42356	102104	141658	46697	169441	116992	93835	101164	45998	96110	85616	129568	134067	232469	82443	71382	86977	60056	71022	103365	32083	50854	100867	73492	185067	135172	138209	150651	189116	168471	82198	220980	66896	140000	76625	151726	216112	209760	86671	237856	212045	128352	115220	255720	149933	214902
1098	14.402	509.36621	2250299	2560564	2028606	2688620	3229489	2725906	2335182	3018450	2694908	2372593	2122985	2906749	2524985	2901656	2255754	3048214	2239582	2454594	2671074	3117488	2891005	3111415	2647700	2033299	337909	393754	338031	439564	325537	278494	334595	535557	328454	511807	224626	189119	175662	340854	271060	259517	208721	806833	489026	436483	545306	962676	535472	479437
1099	12.54	510.2305	194703	77544	35904	143463	28344	154261	183379	133981	76015	71932	135330	72755	120373	117503	59129	86450	66183	189258	113269	195807	147331	134559	63516	167017	2419	1287	6061	3479	1143	1597	2188	3429	2954	4291	2869	2009	2141	7696	4510	3431	3836	2928	1487	1976	1106	2747	2961	1304
1100	11.757	510.23077	1100640	457039	606227	758286	662342	543698	489532	784269	557462	578595	451984	707387	706828	562627	489286	684037	534455	1132691	589699	891208	577885	618153	515782	686153	460526	400554	717992	692535	1224936	956541	1077213	1089272	1016262	1365475	580335	446520	546324	1118451	1303447	1020650	1574066	433692	194000	1234543	594275	896663	367743	502193
