Alignment ID	RT	m.z	2022_12_30_pos_BK_Sfery_23_08_22_B_1_230102194605	2022_12_30_pos_BK_Sfery_23_08_22_B_10_230103011005	2022_12_30_pos_BK_Sfery_23_08_22_B_11_230103014609	2022_12_30_pos_BK_Sfery_23_08_22_B_12_230103022200	2022_12_30_pos_BK_Sfery_23_08_22_B_13_230103025801	2022_12_30_pos_BK_Sfery_23_08_22_B_14_230103033403	2022_12_30_pos_BK_Sfery_23_08_22_B_15_230103040949	2022_12_30_pos_BK_Sfery_23_08_22_B_16_230103044539	2022_12_30_pos_BK_Sfery_23_08_22_B_17_230103104719	2022_12_30_pos_BK_Sfery_23_08_22_B_18_230103112325	2022_12_30_pos_BK_Sfery_23_08_22_B_19_230103115923	2022_12_30_pos_BK_Sfery_23_08_22_B_2_230102202209	2022_12_30_pos_BK_Sfery_23_08_22_B_20_230103123513	2022_12_30_pos_BK_Sfery_23_08_22_B_21_230103131115	2022_12_30_pos_BK_Sfery_23_08_22_B_22_230103134708	2022_12_30_pos_BK_Sfery_23_08_22_B_23_230103142309	2022_12_30_pos_BK_Sfery_23_08_22_B_24_230103145912	2022_12_30_pos_BK_Sfery_23_08_22_B_3_230102205812	2022_12_30_pos_BK_Sfery_23_08_22_B_4_230102213401	2022_12_30_pos_BK_Sfery_23_08_22_B_5_230102221005	2022_12_30_pos_BK_Sfery_23_08_22_B_6_230102224606	2022_12_30_pos_BK_Sfery_23_08_22_B_7_230102232155	2022_12_30_pos_BK_Sfery_23_08_22_B_8_230102235759	2022_12_30_pos_BK_Sfery_23_08_22_B_9_230103003402	2022_12_30_pos_BK_Sfery_23_08_22_S_1_230102052256	2022_12_30_pos_BK_Sfery_23_08_22_S_10_230102104704	2022_12_30_pos_BK_Sfery_23_08_22_S_11_230102112253	2022_12_30_pos_BK_Sfery_23_08_22_S_12_230102115852	2022_12_30_pos_BK_Sfery_23_08_22_S_13_230102123442	2022_12_30_pos_BK_Sfery_23_08_22_S_14_230102131027	2022_12_30_pos_BK_Sfery_23_08_22_S_15_230102134615	2022_12_30_pos_BK_Sfery_23_08_22_S_16_230102142204	2022_12_30_pos_BK_Sfery_23_08_22_S_17_230102145755	2022_12_30_pos_BK_Sfery_23_08_22_S_18_230102153356	2022_12_30_pos_BK_Sfery_23_08_22_S_19_230102160945	2022_12_30_pos_BK_Sfery_23_08_22_S_2_230102055859	2022_12_30_pos_BK_Sfery_23_08_22_S_20_230102164549	2022_12_30_pos_BK_Sfery_23_08_22_S_21_230102172152	2022_12_30_pos_BK_Sfery_23_08_22_S_22_230102175755	2022_12_30_pos_BK_Sfery_23_08_22_S_23_230102183359	2022_12_30_pos_BK_Sfery_23_08_22_S_24_230102191002	2022_12_30_pos_BK_Sfery_23_08_22_S_3_230102063503	2022_12_30_pos_BK_Sfery_23_08_22_S_4_230102071102	2022_12_30_pos_BK_Sfery_23_08_22_S_5_230102074705	2022_12_30_pos_BK_Sfery_23_08_22_S_6_230102082309	2022_12_30_pos_BK_Sfery_23_08_22_S_7_230102085912	2022_12_30_pos_BK_Sfery_23_08_22_S_8_230102093513	2022_12_30_pos_BK_Sfery_23_08_22_S_9_230102101113
327	12.184	191.1058	0	0	362	603	958	688	0	0	0	314	1283	494	0	0	0	0	594	0	0	316	281	0	0	0	820205	525195	613268	713045	183901	251709	247535	122244	312896	88851	141416	195246	44926	34874	89802	15432	141742	216656	566234	801788	276081	655453	1328387	932086
328	10.212	191.13721	770276	541483	1493963	1111834	394356	688511	1382429	1733588	527829	202804	44790	758606	422188	50751	1037385	46840	211231	1334538	2104156	854536	876080	2309004	768106	61278	98412	124886	126500	106086	155901	57227	130550	57693	79994	80615	93622	206948	85001	182076	99546	158160	112782	75527	264713	53907	40250	128252	92067	44568
329	13.798	191.14211	395913	351497	266802	627449	336125	795167	471588	412893	304810	361110	625779	525840	380700	509583	485449	395777	252554	536277	522340	446766	700137	612446	411715	448934	11423	8534	9954	9776	7611	7463	6290	7279	6455	7284	5432	8531	4049	6013	5253	6596	6316	10110	9760	10179	8841	13866	12306	8365
330	10.174	191.14223	776700	545905	1493963	1714946	2560688	1759035	1949148	2032889	1817080	2525022	2131309	2432320	427865	2644078	1547979	2685544	274250	1525586	2232610	1331765	3026719	2593646	1573436	1688114	98412	124304	121820	106086	155885	56446	130550	58063	78284	80615	93622	203442	85001	179944	99546	152388	112782	76735	263693	54835	39808	128252	92067	43216
331	12	191.14223	1093498	1090912	886791	747325	1111360	463438	547795	815977	690409	828238	556068	958290	840803	792017	772987	735887	928513	793129	697138	1085102	866860	552622	457159	796536	222944	250906	231312	240972	119737	176527	170607	220582	270585	183582	138978	493867	53522	461583	240102	547373	215706	308972	240456	324163	262027	1529298	260191	175267
332	7.141	191.14226	7388	11894	11999	9189	12138	8207	9982	11143	12830	12299	12640	8587	13093	11916	13067	14974	10072	10789	10648	12545	9845	10538	12047	8482	97866	119149	118543	102703	37978	160973	93239	151589	141801	123289	86803	112564	72503	64820	120737	227273	66724	142112	69835	191402	274978	153880	175458	184021
333	13.108	191.14233	422895	193154	482803	1218734	479462	970090	803201	909645	539563	785236	1502810	1055704	96401	1103674	1174918	838886	127640	1258472	1309519	1068026	1453606	1761214	1250203	973579	4838	5694	6097	7104	6962	5779	6046	4244	5377	5329	5113	6813	3815	5669	5388	6175	5187	8702	8106	5776	7322	9921	7292	4419
334	1.413	192.05482	326080	284749	473224	357197	853585	375347	755601	346618	568922	275396	438003	274139	400870	385553	274558	232183	2009452	256903	287739	470192	232177	245391	530255	349885	150528	98799	79222	31582	143802	219193	95699	370777	278961	214698	282573	55391	452398	298191	261437	110921	222535	95288	49087	47774	94235	46632	43139	236196
335	19.162	193.04858	1819	0	0	0	0	194	390	310	0	0	0	797	379	224	171	0	0	986	0	416	407	56	0	0	213509	218031	213589	194128	238655	345716	233165	209255	183349	231872	117879	162173	164478	271933	175889	288387	295340	228461	161769	202158	244882	490667	274945	173103
336	20.82	193.04886	914	0	0	186	75	0	0	0	0	0	214	0	0	170	0	0	0	100	0	0	158	0	57	86	212050	124195	78572	148913	135181	120628	91181	111104	54289	120816	83920	100534	111642	118203	74585	152182	49338	158962	85387	99314	123004	188996	281312	87382
337	13.141	193.08498	316531	340564	290165	259821	270286	172117	247700	230838	276794	338323	240365	287426	295684	208740	238271	185913	252230	275275	306690	310065	525747	218152	205722	491720	976	1987	279	0	308	0	240	155	0	784	0	893	0	722	0	0	439	458	1263	335	0	312	0	0
338	5.251	193.08507	434840	762466	354331	299564	466732	641538	619262	548376	880443	677649	580183	949026	503457	389648	559604	731371	439549	566582	819223	558132	482092	494640	315122	550782	17728	14040	16048	15298	11801	16691	12438	15124	13627	17374	9744	16717	8510	11896	12764	12983	15875	17230	14217	20079	9827	19003	11965	10135
339	9.608	193.0851	15025	18101	11656	8962	16494	12388	15848	14930	13455	9917	14636	17547	13014	11704	19736	7627	16700	14580	9668	13145	14928	11772	12074	15251	527698	568670	611598	554886	467804	501912	438874	405287	529521	424608	349178	412559	282476	295098	328198	532522	416585	540327	622037	613911	497086	653704	619704	541924
340	12.738	193.08514	184791	316228	185036	171004	132805	450401	366567	237011	309589	401092	422017	366750	484823	209495	511448	235250	106283	404572	486703	291328	254340	257767	253105	326381	0	262	181	500	0	0	563	0	0	289	0	233	230	0	232	176	0	0	0	0	674	0	1424	152
341	3.426	193.08514	326288	102251	210392	87707	602643	154794	214812	235486	713240	66095	113854	166832	157357	53001	126756	149064	767478	209683	496108	150506	340271	231844	77531	249654	914	841	2311	1531	1053	0	867	1432	742	0	0	250	832	190	0	0	0	1350	0	2054	452	0	378	2127
342	4.451	193.08521	70075	329554	253160	131434	1041762	554897	579717	141643	298207	162013	343063	330555	654707	262798	542650	353277	1483088	88815	148542	69877	560158	356964	268011	1366572	3873	1642	1704	2646	1177	2670	1487	2578	2014	1983	1043	1415	1286	1425	2521	1864	1016	2848	2994	3778	2773	1670	2341	2972
343	12.337	193.15776	51003	22717	329292	157678	324182	110844	198118	215409	262065	339431	256958	290524	9608	314375	148986	141154	10404	162513	226329	142928	224723	214693	244079	228854	420313	418128	535041	421177	413695	306605	378540	386783	305161	285928	300155	412685	124039	186474	299799	413691	313677	289694	507543	532162	334341	29640	340127	261218
344	4.808	195.06429	31931	24402	78506	35845	24771	30640	34052	61357	34705	25891	51977	42272	25008	55190	35859	21866	50325	32215	43471	49638	22543	37940	51814	34092	144639	124321	116240	95767	65855	81392	67584	79098	92618	95529	78861	76749	56475	58516	51130	76862	82762	80281	102385	99509	88580	78658	70783	83784
345	12.983	195.13702	4694	2122	2255	1582	0	806	1035	1788	484	1297	3859	667	2303	0	4065	2118	1774	1052	1295	3647	0	1285	208	1796	242276	510182	403747	492012	471997	363642	440924	364494	370937	315447	426459	421707	348920	434099	528893	563748	368184	451434	642209	416480	551614	497774	331024	452676
346	18.23	195.1736	294	0	297	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	138	0	139	0	0	120023	55292	244502	159919	176156	56303	186308	121267	141044	143016	105456	61031	117387	79268	154653	153139	151856	101222	73466	53940	381229	118336	25550	41519
347	1.294	196.00299	181256	67408	39141	35006	28884	141764	131331	181332	216763	120681	216290	10843	253030	216180	211563	192331	55490	71768	105635	88119	90506	229680	98267	63255	188232	393108	183362	109338	174885	211354	359009	434147	310786	327207	419798	60096	612899	933077	860505	784660	257824	178962	150964	156183	302617	266049	173948	227282
348	2.057	196.09605	280165	375372	562956	453487	378191	499104	304577	230906	94205	202058	632263	424791	309128	474867	181145	226601	397863	428352	467192	355997	300937	233216	410722	379260	665	0	0	0	1075	315	1869	3377	2455	0	665	0	7879	1861	2248	1786	0	1539	765	0	0	286	1153	0
349	1.876	196.56241	91050	55845	97586	100046	92912	41037	46054	51501	107838	65854	45688	87907	76918	78190	112811	104176	38538	71150	54259	91944	70339	37742	97023	99239	2249	0	1082	0	0	0	2777	0	0	0	1062	0	1663	0	0	0	1095	2110	0	924	2162	1281	3472	0
350	7.224	197.08002	322972	380891	166743	278723	574773	99790	132926	180658	92910	338303	328560	568208	160164	209809	217097	99304	30737	396998	368435	721529	599644	258418	662288	680909	411	1491	577	1393	1309	937	2250	171	506	1385	1153	2106	0	779	0	433	366	1888	1094	966	504	1105	1406	1993
351	3.416	197.08008	53416	32165	32801	23734	42761	28811	26888	74106	77706	41957	37426	52806	48093	49881	41725	77746	57587	70396	40152	30044	38505	39926	27096	34334	244236	336630	414298	271198	236335	164099	148134	111477	155867	124588	116881	155278	103727	69465	135943	114257	32240	264536	87711	491086	213609	70555	460218	147005
352	6.671	197.11617	105400	129256	111154	100253	123729	86134	105710	130256	111911	122386	143373	155141	127258	116422	70878	91256	112277	125034	113433	141774	138299	119303	130671	96794	35673	26076	40050	35236	23358	28652	32724	27010	25211	26785	28998	50438	22677	31014	27255	41237	29679	39989	55422	45493	35304	42096	34423	48193
353	10.211	197.1525	423	608	506	678	0	1004	0	222	0	809	224	905	0	0	879	1191	697	941	854	584	452	954	728	0	64465	97467	82016	79318	130102	27853	90648	32972	55073	53072	64325	155808	56229	135545	66992	127143	84303	47997	205586	35985	29113	91888	59478	29370
354	1.502	198.02383	66991	150858	69633	68872	64770	73484	37538	41434	98769	96703	63813	84954	71398	59609	87006	31416	63070	32530	35616	48222	76946	26774	84449	54886	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	1.469	198.05461	145260	202194	367155	128975	127040	111052	95044	140962	270080	152320	102115	177418	136856	90493	145414	121113	217022	95659	134900	154229	108464	184684	99016	191533	100266	80123	51096	39163	63717	114866	78386	145330	142624	90243	82152	100824	32476	44886	38244	41145	64890	76690	50537	98295	70090	32973	41476	165249
356	2.041	198.55963	50974	73943	47217	37874	60871	37541	33000	40959	81534	65167	55336	64701	59928	73631	56576	77180	75440	51431	72831	75324	157098	45723	72232	95544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
357	1.396	199.06238	0	5208	0	1361	0	11302	6724	3901	0	7990	865	1320	7365	5429	4250	0	9995	3833	14860	0	0	1411	5052	961	129028	88985	87154	25540	78214	147509	69795	186502	79118	111969	101425	111474	118259	122490	60094	64523	109232	84211	68036	25654	68868	61907	32838	236355
358	1.886	200.02238	453130	668484	436641	390879	361264	433825	334524	412966	575084	580723	503862	421308	393608	357910	636054	511090	287218	294488	518667	391134	301577	621819	408754	401540	3804	1604	5059	1481	21967	9123	8419	18801	27853	16520	33185	2460	47677	38496	36441	31472	18803	19176	1850	0	3369	7384	0	10107
359	1.294	200.02267	5461738	7153348	7499772	5737558	5551370	9158129	8556244	9479475	8501962	8320608	8200057	4533599	5480604	6133172	8118546	7679644	5616160	5852582	7333145	5188960	5776406	8588802	4620824	5298224	404059	521849	309591	53763	7502315	4085104	3614217	4667749	6350020	5115430	7004028	62765	7677971	4783423	6909553	8285794	4824155	3258149	605577	27342	245448	395258	22203	2775444
360	1.329	200.02275	5500706	7153348	7499772	5737558	5551370	9158129	8556244	9479475	8501962	8320608	8191784	4533599	5480604	6133172	8118546	7679644	5616160	5852582	7333145	5188960	5776406	8606788	4620824	5298224	404059	521849	309591	53763	7398214	4085104	1269160	4703402	6337331	4112819	7004028	79709	7513780	4783423	6935678	7969870	4620700	3265082	605577	27342	245448	395258	18647	2769653
361	1.497	200.04309	87969	129144	151453	131033	271611	214370	361437	198723	253404	163550	167096	102993	115973	100175	198841	159422	953085	109321	148686	116127	84801	145002	129217	136856	1634	1332	0	0	21384	16033	6513	41411	50920	18068	59971	0	108805	39622	132934	29191	51738	9801	1495	0	2358	575	0	10768
362	19.832	200.19991	150036	215621	244039	257538	241128	241385	269430	237553	250270	255628	241448	213574	233961	231918	242252	227236	227888	213234	204679	211629	216265	226601	238685	250255	207653	199421	190678	194877	169347	171210	178803	165483	153913	156234	160773	248639	161176	139040	157959	150119	138369	226615	248032	226989	212532	227116	202277	214733
363	1.275	203.03958	2625646	2576339	2839728	2583350	2583852	2314728	2307390	2132792	2343269	2670556	2412848	2717369	2619966	2451802	2504703	2344510	2132696	2483203	2476158	2275542	2762120	2262213	2620052	2574720	2378669	1744036	1938070	1901810	1219786	1611062	1953550	2098020	1770128	1842625	1425309	2433377	1127018	1319418	872342	1130357	1482394	1874058	2464094	2492763	1595638	1904299	1859226	2057652
364	12.683	203.16309	0	0	0	0	0	181	0	0	226	0	0	0	0	0	0	0	0	0	1221	0	0	0	0	0	95519	85153	100546	81256	60840	78803	101234	60935	68186	63562	56446	144680	39504	79559	60631	81268	75695	49624	150118	84950	104720	136095	106237	86645
365	15.842	203.17859	9987	14932	8282	7966	15457	3100	15357	4390	5124	15422	10221	6829	9786	6347	6947	11993	7267	8387	8321	5409	9787	4834	12479	9467	521508	245935	393539	328916	476054	519292	463084	387748	447987	429026	352885	190723	436510	225732	600802	424733	411585	312898	414460	236786	695984	295920	221545	319176
366	16.526	203.1786	2958	1505	1283	1026	704	1132	2865	665	476	2526	907	1070	1690	582	1015	204	754	3428	1520	2397	1016	759	1062	1879	526028	257586	381796	344464	503910	529438	518900	390534	463735	499493	403234	211289	449249	264627	591266	401352	435951	312433	417534	249790	717526	334505	220407	313458
367	20.454	203.1786	3043	2930	1210	3136	1643	2084	2404	1001	1348	1823	1981	3002	2216	2202	2210	2107	2208	2544	3333	3189	4092	3013	3299	2562	279890	166693	236119	269304	266736	324900	219600	239736	278318	246770	224907	107954	268498	160076	318527	254366	242512	211028	214981	147964	454879	157221	119229	183631
368	1.41	203.56279	8065514	9706664	8353030	9303895	9193720	9410482	7678842	8837255	7977906	9752086	9955841	10391097	10634063	10479787	10089654	9155972	6446180	8528530	8908554	8929586	11035579	7903470	10419462	9470362	2416951	1896508	2287921	1670967	1902551	2367009	2992100	3127484	2362887	2228713	2515378	2717622	1955017	2382274	1664560	2116705	1961276	2720988	2404499	2508183	2714684	3153505	2711557	2489549
369	1.364	203.56293	4999044	7543242	8353030	9340983	9206497	9431100	7678842	8837255	7979902	7751165	8119720	8907840	8686419	10479787	8056290	9155972	6446180	8528530	8878676	8919522	11035579	348474	8343364	7501813	2408461	1903956	2333842	1697357	1920051	2363160	2992100	3154412	2362887	2244416	2515378	2736212	2083769	2542683	1664560	2263342	2117590	2781100	2404499	2508183	2714684	3110617	2729425	2496794
370	1.603	204.08539	9472	19883	14927	8479	18626	26990	38000	19330	7380	18050	7513	14054	49434	24875	5097	13694	30534	27293	11749	15169	34891	9544	23580	26570	98582	85480	80318	54218	87048	73046	30116	62974	66840	71641	41509	80525	116683	101204	59330	53993	93706	59744	47010	85781	77358	33902	62970	92418
371	12.207	204.08563	87755	65984	138824	109787	54917	43122	52689	147476	132489	114423	77798	96109	84620	105178	68962	96796	96750	146141	63222	63380	57401	116539	118598	100837	819	892	0	2274	0	235	417	0	213	1362	1739	1574	1359	1284	1583	1604	836	0	721	1141	2272	0	0	2803
372	1.271	205.03633	120497	122615	113730	95104	107263	100960	104878	112572	139064	111714	105964	107273	124151	76054	109906	86614	99662	97410	141158	82848	123144	101943	113844	104019	94683	111865	82973	80782	51945	80259	89587	78698	76519	81859	75496	103848	62338	57788	52763	56022	63220	75718	100884	103043	89038	81262	87164	111924
